triple_key	row_idx	canonical_id_left	name_left	role_left	word	lemma	index	negated	gender_left	canonical_id_right	name_right	role_right	gender_right	corrected_agent	corrected_verb	corrected_patient	changed	changes_applied	is_new	agent_byte_start	agent_byte_end	verb_byte_start	verb_byte_end	patient_byte_start	patient_byte_end
6_20_18388_see	91	6	John Gordon Macarthur	agent	see	see	18390	False	m	20	Leslie Macarthur	patient	f	John Gordon Macarthur	see	Leslie Macarthur	False		False						
6_20_18414_loved	92	6	John Gordon Macarthur	agent	loved	love	18416	False	m	20	Leslie Macarthur	patient	f	John Gordon Macarthur	loved	Leslie Macarthur	False		False						
6_20_18419_believed	93	6	John Gordon Macarthur	agent	believed	believe	18421	False	m	20	Leslie Macarthur	patient	f	John Gordon Macarthur	believed	Leslie Macarthur	False		False						
6_20_18446_taken	94	6	John Gordon Macarthur	agent	taken	take	18448	False	m	20	Leslie Macarthur	patient	f	John Gordon Macarthur	taken	Leslie Macarthur	False		False						
20_19_18495_put	95	20	Leslie Macarthur	agent	put	put	18497	False	f	19	Arthur Richmond	patient	m	Leslie Macarthur	put	Arthur Richmond	False		False						
28_6_18667_looked	96	28	Armitage	agent	looked	look	18669	False	m	6	John Gordon Macarthur	patient	m	Armitage	looked	John Gordon Macarthur	False		False						
28_19_18703_sent	97	28	Armitage	agent	sent	send	18705	False	m	19	Arthur Richmond	patient	m	Armitage	sent	Arthur Richmond	False		False						
20_19_18851_wept	98	20	Leslie Macarthur	agent	wept	weep	18853	False	f	19	Arthur Richmond	patient	m	Leslie Macarthur	wept	Arthur Richmond	False		False						
14_0_19755_love	99	14	Hugo Hamilton	agent	love	love	19757	False	m	0	Lawrence John Wargrave	patient	m	Hugo Hamilton	love	Vera Elizabeth Claythorne	False		False						
14_0_19759_love	100	14	Hugo Hamilton	agent	love	love	19761	False	m	0	Lawrence John Wargrave	patient	m	Hugo Hamilton	love	Vera Elizabeth Claythorne	False		False						
14_0_19765_love	101	14	Hugo Hamilton	agent	love	love	19767	False	m	0	Lawrence John Wargrave	patient	m	Hugo Hamilton	love	Vera Elizabeth Claythorne	False		False						
14_0_19787_ask marry	102	14	Hugo Hamilton	agent	ask marry	ask marry	19789	True	m	0	Lawrence John Wargrave	patient	m	Hugo Hamilton	ask marry	Vera Elizabeth Claythorne	False		False						
1_7_20075_remembered	103	1	Vera Elizabeth Claythorne	agent	remembered	remember	20077	False	f	7	Anthony James Marston	patient	m	Vera Elizabeth Claythorne	remembered	Anthony James Marston	False		False						
3_8_20670_followed	104	3	Edward George Armstrong	agent	followed	follow	20672	False	m	8	Thomas Rogers	patient	m	Edward George Armstrong	followed	Thomas Rogers	False		False						
8_3_20945_stared	105	8	Thomas Rogers	agent	stared	star	20947	False	m	3	Edward George Armstrong	patient	m	Thomas Rogers	stared	Edward George Armstrong	False		False						
4_2_21294_said	106	4	William Henry Blore	agent	said	say	21296	False	m	2	Philip Lombard	patient	m	William Henry Blore	said	Philip Lombard	False		False						
3_5_21860_turned	108	3	Edward George Armstrong	agent	turned	turn	21862	False	m	5	Emily Brent	patient	f	Edward George Armstrong	turned	Emily Brent	False		False						
9_6_21895_accused	109	9	Ethel Rogers	agent	accused	accuse	21897	False	f	6	John Gordon Macarthur	patient	m	Ethel Rogers	accused	Owen	True	"patient: ""John Gordon Macarthur"" → ""Owen"""	False						
3_0_22206_bet	111	3	Edward George Armstrong	agent	bet	bet	22208	False	m	0	Lawrence John Wargrave	patient	m	William Henry Blore	bet	Edward George Armstrong	True	"agent: ""Edward George Armstrong"" → ""William Henry Blore""; patient: ""Lawrence John Wargrave"" → ""Edward George Armstrong"""	False						
8_3_22223_assures	112	8	Thomas Rogers	agent	assures	assure	22225	False	m	3	Edward George Armstrong	patient	m	Thomas Rogers	assures	Edward George Armstrong	False		False						
3_4_22254_looked	113	3	Edward George Armstrong	agent	looked	look	22256	False	m	4	William Henry Blore	patient	m	Edward George Armstrong	looked	William Henry Blore	False		False						
8_9_22320_polished	114	8	Thomas Rogers	agent	polished	polish	22322	False	m	9	Ethel Rogers	patient	f	Thomas Rogers	polished	Ethel Rogers	False		False						
4_2_22999_looked	116	4	William Henry Blore	agent	looked	look	23001	False	m	2	Philip Lombard	patient	m	William Henry Blore	looked	Philip Lombard	False		False						
4_6_23135_viewed	117	4	William Henry Blore	agent	viewed	view	23137	False	m	6	John Gordon Macarthur	patient	m	William Henry Blore	viewed	John Gordon Macarthur	False		False						
2_0_23407_thank	118	2	Philip Lombard	agent	thank	thank	23409	False	m	0	Lawrence John Wargrave	patient	m	Philip Lombard	thank	William Henry Blore	False		False						
3_0_23461_turned	119	3	Edward George Armstrong	agent	turned	turn	23463	False	m	0	Lawrence John Wargrave	patient	m	Edward George Armstrong	turned	Lawrence John Wargrave	False		False						
8_0_23481_have	120	8	Thomas Rogers	agent	have	have	23483	False	m	0	Lawrence John Wargrave	patient	m	Thomas Rogers	have	Edward George Armstrong	False		False						
8_0_23547_have	121	8	Thomas Rogers	agent	have	have	23549	False	m	0	Lawrence John Wargrave	patient	m	Thomas Rogers	have	Edward George Armstrong	False		False						
3_8_23565_entered	122	3	Edward George Armstrong	agent	entered	enter	23567	False	m	8	Thomas Rogers	patient	m	Edward George Armstrong	entered	INCORRECT_TRIPLE	True	"patient: ""INCORRECT_TRIPLE ⁠"" → ""INCORRECT_TRIPLE"""	False						
8_3_23614_followed	123	8	Thomas Rogers	agent	followed	follow	23616	False	m	3	Edward George Armstrong	patient	m	Thomas Rogers	followed	Edward George Armstrong	False		False						
8_3_23617_shut	124	8	Thomas Rogers	agent	shut	shut	23619	False	m	3	Edward George Armstrong	patient	m	Thomas Rogers	shut	INCORRECT_TRIPLE⁠	True	"patient: ""Edward George Armstrong"" → ""INCORRECT_TRIPLE ⁠"""	False						
0_8_23895_believe	125	0	Lawrence John Wargrave	agent	believe	believe	23897	True	m	8	Thomas Rogers	patient	m	Edward George Armstrong	believe	Thomas Rogers	False		False						
5_1_23932_suggested	126	5	Emily Brent	agent	suggested	suggest	23934	False	f	1	Vera Elizabeth Claythorne	patient	f	Emily Brent	suggested	Vera Elizabeth Claythorne	False		False						
1_5_24470_said	128	1	Vera Elizabeth Claythorne	agent	said	say	24472	False	f	5	Emily Brent	patient	f	Vera Elizabeth Claythorne	said	Emily Brent	False		False						
5_0_24570_understand	130	5	Emily Brent	agent	understand	understand	24572	False	f	0	Lawrence John Wargrave	patient	m	Emily Brent	understand	Vera Elizabeth Claythorne	False		False						
5_17_24911_keep	131	5	Emily Brent	agent	keep	keep	24913	True	f	17	Beatrice Taylor	patient	f	Emily Brent	keep	Beatrice Taylor	False		False						
5_17_25081_said	133	5	Emily Brent	agent	said	say	25083	False	f	17	Beatrice Taylor	patient	f	Emily Brent	said	Beatrice Taylor	False		False						
5_1_25120_turned	134	5	Emily Brent	agent	turned	turn	25122	False	f	1	Vera Elizabeth Claythorne	patient	f	Emily Brent	turned	Vera Elizabeth Claythorne	False		False						
3_0_25318_speak	135	3	Edward George Armstrong	agent	speak	speak	25320	False	m	0	Lawrence John Wargrave	patient	m	Edward George Armstrong	speak	Philip Lombard	False		False						
0_4_25459_accept	136	0	Lawrence John Wargrave	agent	accept	accept	25461	False	m	4	William Henry Blore	patient	m	Edward George Armstrong	accept	William Henry Blore	False		False						
3_8_25565_asked	137	3	Edward George Armstrong	agent	asked	ask	25567	False	m	8	Thomas Rogers	patient	m	Edward George Armstrong	asked	Thomas Rogers	False		False						
3_1_25751_beg	138	3	Edward George Armstrong	agent	beg	beg	25753	False	m	1	Vera Elizabeth Claythorne	patient	f	Edward George Armstrong	beg	Philip Lombard	False		False						
0_2_26077_tell	139	0	Lawrence John Wargrave	agent	tell	tell	26079	False	m	2	Philip Lombard	patient	m	Edward George Armstrong	tell	Philip Lombard	False		False						
3_2_26254_prompted	140	3	Edward George Armstrong	agent	prompted	prompt	26256	False	m	2	Philip Lombard	patient	m	Edward George Armstrong	prompted	Philip Lombard	False		False						
2_7_26317_believe	141	2	Philip Lombard	agent	believe	believe	26319	False	m	7	Anthony James Marston	patient	m	Philip Lombard	believe	Anthony James Marston	False		False						
2_9_26336_believe	142	2	Philip Lombard	agent	believe	believe	26338	False	m	9	Ethel Rogers	patient	f	Philip Lombard	believe	Ethel Rogers	False		False						
8_9_26358_put	143	8	Thomas Rogers	agent	put	put	26360	False	m	9	Ethel Rogers	patient	f	Thomas Rogers	put	Ethel Rogers	False		False						
3_0_26403_give	144	3	Edward George Armstrong	agent	give	give	26405	False	m	0	Lawrence John Wargrave	patient	m	Edward George Armstrong	give	Philip Lombard	False		False						
8_3_26420_given	145	8	Thomas Rogers	agent	given	give	26422	False	m	3	Edward George Armstrong	patient	m	Thomas Rogers	given	Edward George Armstrong	False		False						
2_3_26565_took	147	2	Philip Lombard	agent	took	take	26567	False	m	3	Edward George Armstrong	patient	m	Philip Lombard	took	Edward George Armstrong	False		False						
1_5_28418_avoided	149	1	Vera Elizabeth Claythorne	agent	avoided	avoid	28420	False	f	5	Emily Brent	patient	f	Vera Elizabeth Claythorne	avoided	Emily Brent	False		False						
1_5_28459_thought	150	1	Vera Elizabeth Claythorne	agent	thought	think	28461	False	f	5	Emily Brent	patient	f	Vera Elizabeth Claythorne	thought	Emily Brent	False		False						
1_0_28541_looked	151	1	Vera Elizabeth Claythorne	agent	looked	look	28543	False	f	0	Lawrence John Wargrave	patient	m	Vera Elizabeth Claythorne	looked	Lawrence John Wargrave	False		False						
6_1_28631_stirred	152	6	John Gordon Macarthur	agent	stirred	stir	28633	False	m	1	Vera Elizabeth Claythorne	patient	f	John Gordon Macarthur	stirred	Vera Elizabeth Claythorne	False		False						
6_1_28658_stared	153	6	John Gordon Macarthur	agent	stared	star	28660	False	m	1	Vera Elizabeth Claythorne	patient	f	John Gordon Macarthur	stared	Vera Elizabeth Claythorne	False		False						
1_6_28704_sat	154	1	Vera Elizabeth Claythorne	agent	sat	sit	28706	False	f	6	John Gordon Macarthur	patient	m	Vera Elizabeth Claythorne	sat	John Gordon Macarthur	False		False						
1_0_28942_understand	155	1	Vera Elizabeth Claythorne	agent	understand	understand	28944	True	f	0	Lawrence John Wargrave	patient	m	Vera Elizabeth Claythorne	understand	John Gordon Macarthur	False		False						
6_20_28970_loved	156	6	John Gordon Macarthur	agent	loved	love	28972	False	m	20	Leslie Macarthur	patient	f	John Gordon Macarthur	loved	Leslie Macarthur	False		False						
6_20_28974_loved	157	6	John Gordon Macarthur	agent	loved	love	28976	False	m	20	Leslie Macarthur	patient	f	John Gordon Macarthur	loved	Leslie Macarthur	False		False						
6_20_28999_loved	158	6	John Gordon Macarthur	agent	loved	love	29001	False	m	20	Leslie Macarthur	patient	f	John Gordon Macarthur	loved	Leslie Macarthur	False		False						
6_20_29037_loved	159	6	John Gordon Macarthur	agent	loved	love	29039	False	m	20	Leslie Macarthur	patient	f	John Gordon Macarthur	loved	Leslie Macarthur	False		False						
6_19_29087_sent	160	6	John Gordon Macarthur	agent	sent	send	29089	False	m	19	Arthur Richmond	patient	m	John Gordon Macarthur	sent	Arthur Richmond	False		False						
6_20_29225_know	162	6	John Gordon Macarthur	agent	know	know	29227	True	m	20	Leslie Macarthur	patient	f	John Gordon Macarthur	know	Leslie Macarthur	False		False						
6_20_29240_reach	163	6	John Gordon Macarthur	agent	reach	reach	29242	True	m	20	Leslie Macarthur	patient	f	John Gordon Macarthur	reach	Leslie Macarthur	False		False						
4_3_29392_found	164	4	William Henry Blore	agent	found	find	29394	False	m	3	Edward George Armstrong	patient	m	William Henry Blore	found	Edward George Armstrong	False		False						
4_3_29397_left staring	165	4	William Henry Blore	agent	left staring	leave star	29399	False	m	3	Edward George Armstrong	patient	m	William Henry Blore	left staring	Edward George Armstrong	False		False						
4_6_29481_thinking	166	4	William Henry Blore	agent	thinking	think	29483	False	m	6	John Gordon Macarthur	patient	m	Edward George Armstrong	thinking	John Gordon Macarthur	True	"agent: ""William Henry Blore"" → ""Edward George Armstrong"""	False						
3_6_29569_studied	167	3	Edward George Armstrong	agent	studied	study	29571	True	m	6	John Gordon Macarthur	patient	m	Edward George Armstrong	studied	John Gordon Macarthur	False		False						
4_2_29798_trust	168	4	William Henry Blore	agent	trust	trust	29800	True	m	2	Philip Lombard	patient	m	William Henry Blore	trust	Philip Lombard	False		False						
3_8_30202_say	169	3	Edward George Armstrong	agent	say	say	30204	False	m	8	Thomas Rogers	patient	m	Edward George Armstrong	say	Thomas Rogers	False		False						
3_4_30350_grasped	170	3	Edward George Armstrong	agent	grasped	grasp	30352	False	m	4	William Henry Blore	patient	m	Edward George Armstrong	grasped	William Henry Blore	False		False						
4_9_30986_said	171	4	William Henry Blore	agent	said	say	30988	False	m	9	Ethel Rogers	patient	f	William Henry Blore	said	Ethel Rogers	False		False						
new_1774608073294_wjgtp	-1		John Gordon Macarthur	agent	thinking	thinking		False			Leslie Macarthur	patient		John Gordon Macarthur	thinking	Leslie Macarthur	True	new triple	True	82038	82040	82071	82079	82083	82086
0_9_31071_give	172	0	Lawrence John Wargrave	agent	give	give	31073	False	m	9	Ethel Rogers	patient	f	Edward George Armstrong	give	Ethel Rogers	False		False						
3_4_31081_stared	173	3	Edward George Armstrong	agent	stared	star	31083	False	m	4	William Henry Blore	patient	m	Edward George Armstrong	stared	William Henry Blore	False		False						
0_9_31103_give	175	0	Lawrence John Wargrave	agent	give	give	31105	False	m	9	Ethel Rogers	patient	f	Edward George Armstrong	give	Ethel Rogers	True	"agent: ""Lawrence John Wargrave"" → ""Edward George Armstrong"""	False						
4_9_31133_gave	176	4	William Henry Blore	agent	gave	give	31135	False	m	9	Ethel Rogers	patient	f	Edward George Armstrong	gave	Ethel Rogers	True	"agent: ""William Henry Blore"" → ""Edward George Armstrong"""	False						
0_9_31167_give	177	0	Lawrence John Wargrave	agent	give	give	31169	True	m	9	Ethel Rogers	patient	f	Edward George Armstrong	give	Ethel Rogers	False		False						
3_9_31255_gave	178	3	Edward George Armstrong	agent	gave	give	31257	False	m	9	Ethel Rogers	patient	f	Edward George Armstrong	gave	Ethel Rogers	False		False						
2_4_31373_said	179	2	Philip Lombard	agent	said	say	31375	False	m	4	William Henry Blore	patient	m	Philip Lombard	said	William Henry Blore	False		False						
10_4_31448_shut	180	10	Isaac Morris	agent	shut	shut	31450	False	m	4	William Henry Blore	patient	m	Philip Lombard	shut	William Henry Blore	False		False						
10_2_31684_offered	182	10	Isaac Morris	agent	offered	offer	31686	False	m	2	Philip Lombard	patient	m	Isaac Morris	offered	Philip Lombard	False		False						
10_0_31744_told	183	10	Isaac Morris	agent	told	tell	31746	False	m	0	Lawrence John Wargrave	patient	m	Isaac Morris	told	Philip Lombard	False		False						
8_5_32361_addressed	187	8	Thomas Rogers	agent	addressed	address	32363	False	m	5	Emily Brent	patient	f	Thomas Rogers	addressed	Emily Brent	False		False						
8_6_32431_inform	188	8	Thomas Rogers	agent	inform	inform	32433	False	m	6	John Gordon Macarthur	patient	m	Thomas Rogers	inform	John Gordon Macarthur	False		False						
0_8_32467_heard	190	0	Lawrence John Wargrave	agent	heard	hear	32469	False	m	8	Thomas Rogers	patient	m	Edward George Armstrong	heard	Thomas Rogers	True	"agent: """" → ""Edward George Armstrong"""	False						
8_1_32832_saw	191	8	Thomas Rogers	agent	saw	see	32834	False	m	1	Vera Elizabeth Claythorne	patient	f	Thomas Rogers	saw	Vera Elizabeth Claythorne	False		False						
3_0_33353_tell	192	3	Edward George Armstrong	agent	tell	tell	33355	False	m	0	Lawrence John Wargrave	patient	m	Edward George Armstrong	tell	Lawrence John Wargrave	False		False						
0_1_33528_turned	193	0	Lawrence John Wargrave	agent	turned	turn	33530	False	m	1	Vera Elizabeth Claythorne	patient	f	Lawrence John Wargrave	turned	Vera Elizabeth Claythorne	False		False						
0_4_33683_ask	194	0	Lawrence John Wargrave	agent	ask	ask	33685	False	m	4	William Henry Blore	patient	m	Lawrence John Wargrave	ask	William Henry Blore	False		False						
0_2_33784_said	195	0	Lawrence John Wargrave	agent	said	say	33786	False	m	2	Philip Lombard	patient	m	Lawrence John Wargrave	said	Philip Lombard	False		False						
0_1_34369_seeing	196	0	Lawrence John Wargrave	agent	seeing	see	34371	False	m	1	Vera Elizabeth Claythorne	patient	f	Lawrence John Wargrave	seeing	Vera Elizabeth Claythorne	False		False						
6_1_34394_like	197	6	John Gordon Macarthur	agent	like	like	34396	True	m	1	Vera Elizabeth Claythorne	patient	f	Lawrence John Wargrave	like	Vera Elizabeth Claythorne	False		False						
0_5_34428_bowed	198	0	Lawrence John Wargrave	agent	bowed	bow	34430	False	m	5	Emily Brent	patient	f	Lawrence John Wargrave	bowed	Emily Brent	False		False						
2_8_34589_said	199	2	Philip Lombard	agent	said	say	34591	False	m	8	Thomas Rogers	patient	m	Philip Lombard	said	Thomas Rogers	False		False						
0_2_34599_looked	200	0	Lawrence John Wargrave	agent	looked	look	34601	False	m	2	Philip Lombard	patient	m	Lawrence John Wargrave	looked	Philip Lombard	False		False						
8_2_34621_seems	201	8	Thomas Rogers	agent	seems	seem	34623	False	m	2	Philip Lombard	patient	m	INCORRECT_TRIPLE	seems	Philip Lombard	True	"agent: ""Thomas Rogers"" → ""INCORRECT_TRIPLE"""	False						
4_0_34691_come	202	4	William Henry Blore	agent	come	come	34693	False	m	0	Lawrence John Wargrave	patient	m	INCORRECT_TRIPLE	come	Lawrence John Wargrave	True	"agent: ""William Henry Blore"" → ""INCORRECT_TRIPLE"""	False						
2_9_34759_taken	203	2	Philip Lombard	agent	taken	take	34761	False	m	9	Ethel Rogers	patient	f	Thomas Rogers	taken	Ethel Rogers	False		False						
8_9_34739_killing	204	8	Thomas Rogers	agent	killing	kill	34741	False	m	9	Ethel Rogers	patient	f	Thomas Rogers	killing	Ethel Rogers	False		False						
9_8_34751_giving	205	9	Ethel Rogers	agent	giving	give	34753	False	f	8	Thomas Rogers	patient	m	Ethel Rogers	giving	Thomas Rogers	False		False						
2_8_34788_see	206	2	Philip Lombard	agent	see	see	34790	True	m	8	Thomas Rogers	patient	m	Philip Lombard	see	Thomas Rogers	False		False						
3_8_35409_sent	208	3	Edward George Armstrong	agent	sent	send	35411	False	m	8	Thomas Rogers	patient	m	Edward George Armstrong	sent	Thomas Rogers	False		False						
3_9_35585_gave	211	3	Edward George Armstrong	agent	gave	give	35587	False	m	9	Ethel Rogers	patient	f	Edward George Armstrong	gave	Ethel Rogers	False		False						
4_0_35667_get	212	4	William Henry Blore	agent	get	get	35669	True	m	0	Lawrence John Wargrave	patient	m	William Henry Blore	get	Lawrence John Wargrave	False		False						
3_9_35695_given	213	3	Edward George Armstrong	agent	given	give	35697	False	m	9	Ethel Rogers	patient	f	Edward George Armstrong	given	Ethel Rogers	False		False						
4_2_36408_was	215	4	William Henry Blore	agent	was	be	36410	False	m	2	Philip Lombard	patient	m	INCORRECT_TRIPLE	was	Philip Lombard	True	"agent: ""William Henry Blore"" → ""INCORRECT_TRIPLE"""	False						
0_5_36692_turned	217	0	Lawrence John Wargrave	agent	turned	turn	36694	False	m	5	Emily Brent	patient	f	Lawrence John Wargrave	turned	Emily Brent	False		False						
5_1_36718_took	218	5	Emily Brent	agent	took	take	36720	False	f	1	Vera Elizabeth Claythorne	patient	f	Emily Brent	took	Vera Elizabeth Claythorne	False		False						
1_5_36809_was	219	1	Vera Elizabeth Claythorne	agent	was	be	36811	False	f	5	Emily Brent	patient	f	Vera Elizabeth Claythorne	was	Emily Brent	False		False						
2_1_36965_frightened	220	2	Philip Lombard	agent	frightened	frighten	36967	False	m	1	Vera Elizabeth Claythorne	patient	f	John Gordon Macarthur	frightened	Vera Elizabeth Claythorne	True	"agent: """" → ""John Gordon Macarthur"""	False						
2_1_37175_murmured	221	2	Philip Lombard	agent	murmured	murmur	37177	False	m	1	Vera Elizabeth Claythorne	patient	f	Philip Lombard	murmured	Vera Elizabeth Claythorne	False		False						
10_2_37802_strike	222	10	Isaac Morris	agent	strike	strike	37804	False	m	2	Philip Lombard	patient	m	Vera Elizabeth Claythorne	strike	Philip Lombard	False		False						
1_0_37900_see	223	1	Vera Elizabeth Claythorne	agent	see	see	37902	True	f	0	Lawrence John Wargrave	patient	m	Vera Elizabeth Claythorne	see	Philip Lombard	False		False						
2_0_37991_plump	224	2	Philip Lombard	agent	plump	plump	37993	False	m	0	Lawrence John Wargrave	patient	m	Philip Lombard	plump	Lawrence John Wargrave	False		False						
1_3_38148_answered	225	1	Vera Elizabeth Claythorne	agent	answered	answer	38150	False	f	3	Edward George Armstrong	patient	m	Vera Elizabeth Claythorne	answered	Edward George Armstrong	False		False						
2_3_38173_put	226	2	Philip Lombard	agent	put	put	38175	False	m	3	Edward George Armstrong	patient	m	Philip Lombard	put	Edward George Armstrong	False		False						
3_9_38231_gave	227	3	Edward George Armstrong	agent	gave	give	38233	False	m	9	Ethel Rogers	patient	f	Edward George Armstrong	gave	Ethel Rogers	False		False						
2_3_38306_left	228	2	Philip Lombard	agent	left	leave	38308	True	m	3	Edward George Armstrong	patient	m	Philip Lombard	left	Edward George Armstrong	False		False						
2_1_38446_looked	229	2	Philip Lombard	agent	looked	look	38448	False	m	1	Vera Elizabeth Claythorne	patient	f	Philip Lombard	looked	Vera Elizabeth Claythorne	False		False						
3_0_39130_stared	231	3	Edward George Armstrong	agent	stared	star	39132	False	m	0	Lawrence John Wargrave	patient	m	Edward George Armstrong	stared	Lawrence John Wargrave	False		False						
3_0_39196_stared	232	3	Edward George Armstrong	agent	stared	star	39198	False	m	0	Lawrence John Wargrave	patient	m	Edward George Armstrong	stared	Lawrence John Wargrave	False		False						
2_3_40887_found	233	2	Philip Lombard	agent	found	find	40889	False	m	3	Edward George Armstrong	patient	m	Philip Lombard	found	Edward George Armstrong	False		False						
0_4_40901_had roused	234	0	Lawrence John Wargrave	agent	had roused	have rouse	40903	False	m	4	William Henry Blore	patient	m	INCORRECT_TRIPLE	had roused	William Henry Blore	True	"agent: ""Lawrence John Wargrave"" → ""INCORRECT_TRIPLE"""	False						
5_0_41157_assure	235	5	Emily Brent	agent	assure	assure	41159	False	f	0	Lawrence John Wargrave	patient	m	Emily Brent	assure	William Henry Blore	False		False						
5_8_41199_seen	236	5	Emily Brent	agent	seen	see	41201	True	f	8	Thomas Rogers	patient	m	Emily Brent	seen	Thomas Rogers	False		False						
1_0_41310_caught	237	1	Vera Elizabeth Claythorne	agent	caught	catch	41312	False	f	0	Lawrence John Wargrave	patient	m	Vera Elizabeth Claythorne	caught	Lawrence John Wargrave	False		False						
1_0_41322_made	238	1	Vera Elizabeth Claythorne	agent	made	make	41324	False	f	0	Lawrence John Wargrave	patient	m	Vera Elizabeth Claythorne	made	Lawrence John Wargrave	False		False						
3_1_41873_struck	240	3	Edward George Armstrong	agent	struck	strike	41875	False	m	1	Vera Elizabeth Claythorne	patient	f	Edward George Armstrong	struck	Vera Elizabeth Claythorne	False		False						
0_4_42409_ask	241	0	Lawrence John Wargrave	agent	ask	ask	42411	False	m	4	William Henry Blore	patient	m	INCORRECT_TRIPLE	ask	William Henry Blore	True	"agent: ""Lawrence John Wargrave"" → ""INCORRECT_TRIPLE"""	False						
0_5_42409_ask	242	0	Lawrence John Wargrave	agent	ask	ask	42411	False	m	5	Emily Brent	patient	f	INCORRECT_TRIPLE	ask	Emily Brent	True		False						
0_2_42698_suspect	244	0	Lawrence John Wargrave	agent	suspect	suspect	42700	True	m	2	Philip Lombard	patient	m	William Henry Blore	suspect	Philip Lombard	False		False						
2_0_42809_take	245	2	Philip Lombard	agent	take	take	42811	False	m	0	Lawrence John Wargrave	patient	m	Philip Lombard	take	William Henry Blore	False		False						
4_2_43075_stared	246	4	William Henry Blore	agent	stared	star	43077	False	m	2	Philip Lombard	patient	m	William Henry Blore	stared	Philip Lombard	False		False						
4_0_43112_tell	247	4	William Henry Blore	agent	tell	tell	43114	False	m	0	Lawrence John Wargrave	patient	m	William Henry Blore	tell	Philip Lombard	False		False						
0_2_43180_got	248	0	Lawrence John Wargrave	agent	got	get	43182	True	m	2	Philip Lombard	patient	m	INCORRECT_TRIPLE	got	Philip Lombard	True	"agent: ""Lawrence John Wargrave"" → ""INCORRECT_TRIPLE"""	False						
4_0_43235_demanded	249	4	William Henry Blore	agent	demanded	demand	43237	False	m	0	Lawrence John Wargrave	patient	m	William Henry Blore	demanded	Philip Lombard	False		False						
14_1_43464_looked	250	14	Hugo Hamilton	agent	looked	look	43466	False	m	1	Vera Elizabeth Claythorne	patient	f	Hugo Hamilton	looked	Vera Elizabeth Claythorne	False		False						
5_17_43882_dreamed	251	5	Emily Brent	agent	dreamed	dream	43884	False	f	17	Beatrice Taylor	patient	f	Emily Brent	dreamed	Beatrice Taylor	False		False						
3_5_44420_came	252	3	Edward George Armstrong	agent	came	come	44422	False	m	5	Emily Brent	patient	f	Edward George Armstrong	came	Emily Brent	False		False						
3_0_44433_give	253	3	Edward George Armstrong	agent	give	give	44435	False	m	0	Lawrence John Wargrave	patient	m	Edward George Armstrong	give	Emily Brent	False		False						
5_17_44726_see	255	5	Emily Brent	agent	see	see	44728	False	f	17	Beatrice Taylor	patient	f	Emily Brent	see	Beatrice Taylor	False		False						
1_5_44857_fetch	256	1	Vera Elizabeth Claythorne	agent	fetch	fetch	44859	False	f	5	Emily Brent	patient	f	Vera Elizabeth Claythorne	fetch	Emily Brent	False		False						
4_5_44919_take	257	4	William Henry Blore	agent	take	take	44921	False	m	5	Emily Brent	patient	f	INCORRECT_TRIPLE	take	Emily Brent	True	"agent: ""William Henry Blore"" → ""INCORRECT_TRIPLE"""	False						
10_5_45012_judge	258	10	Isaac Morris	agent	judge	judge	45014	True	m	5	Emily Brent	patient	f	William Henry Blore	judge	Emily Brent	False		False						
5_1_45082_told	259	5	Emily Brent	agent	told	tell	45084	False	f	1	Vera Elizabeth Claythorne	patient	f	Emily Brent	told	Vera Elizabeth Claythorne	False		False						
5_0_45095_tell	260	5	Emily Brent	agent	tell	tell	45097	False	f	0	Lawrence John Wargrave	patient	m	Emily Brent	tell	Vera Elizabeth Claythorne	False		False						
0_3_45267_ask observe	261	0	Lawrence John Wargrave	agent	ask observe	ask observe	45269	False	m	3	Edward George Armstrong	patient	m	Lawrence John Wargrave	ask observe	Edward George Armstrong	False		False						
3_0_45875_looked	262	3	Edward George Armstrong	agent	looked	look	45877	False	m	0	Lawrence John Wargrave	patient	m	Edward George Armstrong	looked	Lawrence John Wargrave	False		False						
3_1_45875_looked	263	3	Edward George Armstrong	agent	looked	look	45877	False	m	1	Vera Elizabeth Claythorne	patient	f	Edward George Armstrong	looked	Vera Elizabeth Claythorne	False		False						
3_0_45888_tell	264	3	Edward George Armstrong	agent	tell	tell	45890	False	m	0	Lawrence John Wargrave	patient	m	Edward George Armstrong	tell	Lawrence John Wargrave	False		False						
4_2_45900_looking	265	4	William Henry Blore	agent	looking	look	45902	False	m	2	Philip Lombard	patient	m	William Henry Blore	looking	Philip Lombard	False		False						
0_1_48559_think	269	0	Lawrence John Wargrave	agent	think	think	48561	False	m	1	Vera Elizabeth Claythorne	patient	f	INCORRECT_TRIPLE	think	Vera Elizabeth Claythorne	True	"agent: ""Lawrence John Wargrave"" → ""INCORRECT_TRIPLE"""	False						
14_1_49059_was	270	14	Hugo Hamilton	agent	was	be	49061	False	m	1	Vera Elizabeth Claythorne	patient	f	Hugo Hamilton	was beside [be beside]	Vera Elizabeth Claythorne	True	"verb: ""was [be]"" → ""was beside [be beside]"""	False						
3_1_49715_supported	273	3	Edward George Armstrong	agent	supported	support	49717	False	m	1	Vera Elizabeth Claythorne	patient	f	Edward George Armstrong	supported	Vera Elizabeth Claythorne	False		False						
