canonical_id	verb_text	verb_lemma	negated	is_passive	sid	verb_token_idx	verb_category
3	peering	peer	False	False	1428	16858	PEER
3	sniffed	sniff	False	False	1429	16867	NONVERBAL_EXPRESSION
3	picked	pick	False	False	1430	16876	CHEW
7	drinking	drink	False	False	1430	16886	CONSUMPTION
6	said	say	False	False	1431	16890	COMMUNICATION
13	choked	choke	False	False	1432	16900	FILL
3	said	say	False	False	1433	16909	COMMUNICATION
10	call	call	False	False	1433	16914	COMMUNICATION
0	like	like	False	False	1433	16919	EMOTION
7	died	die	False	False	1434	16922	DEATH
3	sniffing	sniff	False	False	1435	16931	NONVERBAL_EXPRESSION
3	dipped	dip	False	False	1436	16938	CALIBRATABLE_COS
3	touched	touch	False	False	1436	16948	CONTACT
6	said	say	False	False	1438	16964	COMMUNICATION
3	stood	stand	False	False	1440	17005	BODY_POSITION
3	said	say	False	False	1441	17009	COMMUNICATION
1	said	say	False	False	1443	17040	COMMUNICATION
3	nodded	nod	False	False	1444	17058	WINK
3	strode	stride	False	False	1452	17113	MOTION
3	removed	remove	False	False	1453	17123	BANISH
3	smelt	smell	False	False	1453	17130	PERCEPTION
3	tasted	taste	False	False	1453	17132	PERCEPTION
3	tasted	taste	False	False	1454	17137	PERCEPTION
3	shook	shake	False	False	1455	17143	AMUSE
10	mean	mean	False	False	1457	17160	CONJECTURE
7	put	put	False	False	1457	17165	PLACEMENT
3	nodded	nod	False	False	1458	17175	WINK
3	said	say	False	False	1459	17183	COMMUNICATION
4	said	say	False	False	1460	17192	COMMUNICATION
1	said	say	False	False	1462	17207	COMMUNICATION
7	kill	kill	False	False	1462	17218	KILLING
7	was	be	False	False	1463	17222	STATE
7	was enjoying	be enjoy	False	False	1464	17227	STATE
7	came	come	False	False	1465	17236	MOTION
7	looked	look	False	False	1465	17246	PERCEPTION
7	looked	look	False	False	1465	17249	PERCEPTION
1	explain	explain	True	False	1466	17256	COMMUNICATION
1	meant	mean	False	False	1467	17264	CONJECTURE
7	seemed	seem	False	False	1468	17279	GIVE_IMPRESSION
7	lay	lie	False	False	1469	17295	BODY_POSITION
3	said	say	False	False	1470	17302	COMMUNICATION
7	go	go	False	False	1474	17341	MOTION
7	help	help	False	False	1474	17344	SOCIAL
7	commit	commit	False	False	1476	17373	CONFINE
4	said	say	False	False	1477	17377	COMMUNICATION
10	know	know	False	False	1477	17382	COGNITION
4	said	say	True	False	1478	17398	COMMUNICATION
7	was	be	False	False	1478	17401	STATE
3	answered	answer	False	False	1479	17410	COMMUNICATION
3	agree	agree	False	False	1479	17414	SOCIAL
3	carried	carry	False	False	1483	17440	CARRY
3	laid	lay	False	False	1483	17452	PLACEMENT
5	said	say	False	False	1485	17488	COMMUNICATION
0	said	say	False	False	1490	17537	COMMUNICATION
8	said	say	False	False	1491	17550	COMMUNICATION
8	cleared	clear	True	False	1491	17556	CLEAR
2	said	say	False	False	1492	17567	COMMUNICATION
3	said	say	False	False	1493	17579	COMMUNICATION
5	Is	be	False	False	1493	17584	STATE
3	go	go	False	False	1494	17594	MOTION
3	see	see	False	False	1494	17596	PERCEPTION
3	returned	return	False	False	1495	17602	CONTRIBUTE
5	is	be	False	False	1496	17614	STATE
3	said	say	False	False	1497	17621	COMMUNICATION
3	put	put	False	False	1500	17640	PLACEMENT
3	make	make	False	False	1500	17649	CREATION
3	turn	turn	False	False	1500	17661	MOTION
3	went	go	False	False	1501	17666	MOTION
0	removed	remove	False	False	1512	17831	BANISH
0	prepared	prepare	False	False	1512	17835	PREPARING
0	thinking	think	False	False	1513	17842	COGNITION
0	remembered	remember	False	False	1514	17848	COGNITION
0	bungled	bungle	False	False	1517	17897	BUNGLING
0	been	be	False	False	1518	17904	STATE
29	been	be	False	False	1519	17928	STATE
13	come	come	False	False	1523	17960	MOTION
13	got	get	True	False	1524	17973	OBTAINING
0	wound	wind	False	False	1527	18004	COIL
0	placed	place	False	False	1527	18010	PLACEMENT
0	remembered	remember	False	False	1528	18017	COGNITION
0	felt sitting	feel sit	False	False	1528	18022	PERCEPTION
0	enjoyed	enjoy	False	False	1529	18047	EMOTION
0	failed remove	fail remove	False	False	1531	18068	NEGLECT
0	removed	remove	False	False	1533	18096	BANISH
0	dropped	drop	False	False	1533	18101	CALIBRATABLE_COS
0	smiled	smile	False	False	1536	18132	NONVERBAL_EXPRESSION
0	cooked	cook	False	False	1537	18138	CREATION
0	climbed	climb	False	False	1538	18152	CALIBRATABLE_COS
0	turned	turn	False	False	1538	18156	MOTION
8	stood	stand	False	False	1540	18174	BODY_POSITION
8	staring	star	False	False	1541	18179	CAPTAIN
8	muttered	mutter	False	False	1542	18192	MANNER_SPEAKING
8	sworn	swear	False	False	1543	18206	CONJECTURE
6	tossed side	toss side	False	False	1545	18220	CRANE
6	kept seeing	keep see	False	False	1547	18237	POSSESSION
6	liked	like	False	False	1548	18246	EMOTION
6	damned	damn	False	True	1548	18251	JUDGEMENT
6	been	be	False	False	1549	18258	STATE
20	liked	like	False	False	1549	18262	EMOTION
20	was	be	False	False	1550	18267	STATE
20	turn	turn	False	False	1551	18278	MOTION
20	found	find	True	False	1554	18299	OBTAINING
20	teased	tease	False	False	1557	18327	AMUSE
20	made	make	False	False	1557	18330	CREATION
20	ragged	rag	False	False	1557	18335	BRAGGING
6	been	be	False	False	1558	18344	STATE
20	took	take	False	False	1558	18351	OBTAINING
19	was	be	False	False	1560	18370	STATE
6	loved	love	False	False	1561	18383	EMOTION
6	see	see	False	False	1562	18388	PERCEPTION
20	dancing	dance	False	False	1563	18398	MODES_OF_BEING_WITH_MOTION
6	loved	love	False	False	1564	18414	EMOTION
6	believed	believe	False	False	1564	18419	COGNITION
6	sat	sit	False	False	1565	18441	BODY_POSITION
6	taken	take	False	False	1565	18446	OBTAINING
6	found	find	False	False	1566	18462	OBTAINING
20	writing	write	False	False	1569	18488	LECTURE
20	put	put	False	False	1570	18495	PLACEMENT
6	feel	feel	False	False	1571	18518	PERCEPTION
6	managed carry	manage carry	False	False	1583	18605	COPE
6	tried make	try make	False	False	1584	18618	ATTEMPT
6	succeeded	succeed	False	False	1585	18631	COPE
6	thought	think	False	False	1586	18634	COGNITION
19	suspected	suspect	True	False	1587	18640	COGNITION
28	looked	look	False	False	1589	18667	PERCEPTION
28	had	have	False	False	1590	18683	POSSESSION
28	guessed	guess	False	False	1591	18694	CONJECTURE
28	sent	send	False	False	1592	18703	TRANSFER
6	lost	lose	False	False	1599	18775	CONTRIBUTE
6	made	make	False	False	1599	18781	CREATION
6	sacrificed	sacrifice	False	False	1599	18786	CONTRIBUTE
28	was	be	False	False	1601	18803	STATE
28	looked	look	False	False	1602	18808	PERCEPTION
28	known	know	False	False	1603	18818	COGNITION
19	sent	send	False	True	1603	18827	TRANSFER
28	talked	talk	False	False	1604	18841	COMMUNICATION
20	known	know	True	False	1605	18847	COGNITION
20	wept	weep	False	False	1606	18851	BREATHE
20	was	be	False	False	1606	18862	STATE
20	seemed	seem	True	False	1608	18899	GIVE_IMPRESSION
20	got	get	False	False	1609	18916	OBTAINING
20	died	die	False	False	1609	18920	DEATH
28	talked	talk	False	False	1625	19077	COMMUNICATION
28	talked	talk	False	False	1634	19156	COMMUNICATION
9	was	be	False	False	1647	19297	STATE
1	lay	lie	False	False	1666	19519	BODY_POSITION
1	was	be	False	False	1668	19540	STATE
1	thinking	think	False	False	1669	19548	COGNITION
1	feel	feel	False	False	1670	19558	PERCEPTION
0	're	be	False	False	1670	19560	STATE
14	is	be	False	False	1672	19575	STATE
1	know	know	True	False	1673	19582	COGNITION
1	know	know	True	False	1674	19587	COGNITION
14	went	go	False	False	1675	19591	MOTION
14	was	be	False	False	1677	19615	STATE
1	had think	have think	False	False	1678	19621	POSSESSION
15	want swim	want swim	False	False	1683	19666	DESIRE
15	swim	swim	True	False	1685	19681	MOTION
15	was	be	False	False	1687	19704	STATE
14	think	think	False	False	1689	19722	COGNITION
14	will	will	False	False	1689	19725	FUTURE_HAVING
14	love	love	False	False	1693	19755	EMOTION
14	love	love	False	False	1693	19759	EMOTION
10	know	know	False	False	1694	19763	COGNITION
14	love	love	False	False	1694	19765	EMOTION
1	knew	know	False	False	1695	19774	COGNITION
1	knew	know	False	False	1696	19780	COGNITION
14	ask marry	ask marry	True	False	1697	19787	COMMUNICATION
14	got	get	True	False	1698	19796	OBTAINING
14	do	do	False	False	1699	19804	ABANDONMENT
0	know	know	False	False	1700	19812	COGNITION
14	had	have	False	False	1700	19820	POSSESSION
15	born	bear	True	True	1701	19836	ADMIRE
15	been	be	False	False	1702	19847	STATE
15	been	be	False	False	1705	19857	STATE
14	come	come	False	False	1705	19864	MOTION
14	disappointed	disappoint	False	True	1706	19871	AMUSE
14	admitted	admit	False	False	1706	19874	ADMIT
14	built	build	True	False	1707	19880	CREATION
14	'm	be	False	False	1711	19911	STATE
14	was	be	False	False	1712	19920	STATE
15	was	be	True	False	1715	19946	STATE
15	swim	swim	True	False	1719	19987	MOTION
1	got	get	False	False	1722	20015	OBTAINING
1	went	go	False	False	1723	20019	MOTION
1	swallowed	swallow	False	False	1723	20026	GOBBLE
1	thought	think	False	False	1724	20031	COGNITION
1	wish	wish	False	False	1724	20035	DESIRE
1	had	have	False	False	1724	20037	POSSESSION
1	thought	think	False	False	1725	20045	COGNITION
1	doing	do	False	False	1725	20051	ABANDONMENT
1	take	take	False	False	1725	20057	OBTAINING
1	shuddered	shudder	False	False	1726	20072	BODY_INTERNAL_STATES
1	remembered	remember	False	False	1726	20075	COGNITION
1	passed	pass	False	False	1727	20085	TRANSFER
1	looked	look	False	False	1727	20090	PERCEPTION
1	thought	think	False	False	1729	20118	COGNITION
7	wanted die	want die	False	False	1730	20138	DESIRE
1	want die	want die	True	False	1731	20145	DESIRE
1	imagine wanting die	imagine want die	True	False	1732	20152	CHARACTERIZE
3	dreaming	dream	False	False	1735	20172	DESIRE
3	doing	do	False	False	1745	20238	ABANDONMENT
3	had kill	have kill	False	False	1750	20276	POSSESSION
3	remember	remember	True	False	1751	20283	COGNITION
3	know	know	False	False	1752	20288	COGNITION
3	ask	ask	False	False	1753	20292	COMMUNICATION
3	ask	ask	True	False	1755	20305	COMMUNICATION
3	see	see	False	False	1756	20314	PERCEPTION
3	see	see	False	False	1759	20342	PERCEPTION
3	had kill	have kill	False	False	1764	20374	POSSESSION
5	saying	say	False	False	1767	20392	COMMUNICATION
5	laughing	laugh	False	False	1769	20409	NONVERBAL_EXPRESSION
3	got see	get see	False	False	1771	20425	OBTAINING
3	got give	get give	False	False	1772	20431	OBTAINING
3	brought	bring	False	False	1774	20445	TRANSFER
7	's	be	True	False	1783	20506	STATE
7	laughing	laugh	False	False	1783	20511	NONVERBAL_EXPRESSION
7	laughing	laugh	False	False	1784	20519	NONVERBAL_EXPRESSION
7	shaking	shake	False	False	1785	20523	AMUSE
3	woke	wake	False	False	1788	20549	OTHER_COS
8	saying	say	False	False	1793	20585	COMMUNICATION
3	woke	wake	False	False	1794	20595	OTHER_COS
3	sat	sit	False	False	1795	20600	BODY_POSITION
3	said	say	False	False	1796	20606	COMMUNICATION
8	get	get	True	False	1798	20626	OBTAINING
5	wake	wake	False	False	1798	20629	OTHER_COS
8	get	get	True	False	1800	20637	OBTAINING
5	wake	wake	False	False	1800	20640	OTHER_COS
5	look	look	True	False	1801	20648	PERCEPTION
3	was	be	False	False	1802	20656	STATE
3	wrapped	wrap	False	False	1803	20662	SPRAY
3	followed	follow	False	False	1803	20670	MOTION
3	bent	bend	False	False	1804	20674	ASSUMING_POSITION
9	lying	lie	False	False	1804	20682	BODY_POSITION
3	lifted	lift	False	False	1805	20689	PUT_DIRECTION
3	raised	raise	False	False	1805	20694	CRANE
3	straightened	straighten	False	False	1806	20705	OTHER_COS
3	turned	turn	False	False	1806	20708	MOTION
8	whispered	whisper	False	False	1807	20714	COMMUNICATION
8	passed	pass	False	False	1808	20728	TRANSFER
3	nodded	nod	False	False	1809	20736	WINK
8	said	say	False	False	1813	20778	COMMUNICATION
3	was	be	False	False	1814	20797	STATE
3	said	say	False	False	1815	20807	COMMUNICATION
8	said	say	False	False	1816	20819	COMMUNICATION
8	stared	star	False	False	1819	20843	CAPTAIN
10	'd	have	False	False	1821	20861	POSSESSION
8	knew	know	True	False	1823	20880	COGNITION
3	said	say	False	False	1824	20886	COMMUNICATION
8	muttered	mutter	False	False	1827	20915	MANNER_SPEAKING
3	said	say	False	False	1829	20930	COMMUNICATION
8	stared	star	False	False	1830	20945	CAPTAIN
8	knew	know	True	False	1833	20963	COGNITION
8	'm	be	False	False	1834	20967	STATE
3	went	go	False	False	1835	20975	MOTION
8	helped	help	False	False	1838	21016	SOCIAL
8	said	say	False	False	1841	21049	COMMUNICATION
0	gave	give	False	False	1841	21065	TRANSFER
1	been	be	False	False	1845	21119	STATE
4	said	say	False	False	1847	21146	COMMUNICATION
4	watching	watch	False	False	1848	21160	PERCEPTION
1	said	say	False	False	1849	21166	COMMUNICATION
2	looking	look	False	False	1851	21186	PERCEPTION
2	said	say	False	False	1852	21196	COMMUNICATION
4	remarked	remark	False	False	1853	21215	LECTURE
2	pursed	purse	False	False	1854	21226	CRANE
2	said	say	False	False	1855	21235	COMMUNICATION
4	said	say	False	False	1856	21252	COMMUNICATION
2	said	say	False	False	1858	21272	COMMUNICATION
2	do	do	False	False	1859	21281	ABANDONMENT
4	said	say	False	False	1860	21294	COMMUNICATION
10	know	know	False	False	1860	21304	COGNITION
2	wanted do	want do	False	False	1860	21314	DESIRE
4	worrying	worry	False	False	1861	21323	AMUSE
1	was	be	False	False	1862	21331	STATE
2	hung	hang	False	False	1863	21337	ASSUMING_POSITION
2	said	say	False	False	1864	21342	COMMUNICATION
2	want	want	False	False	1865	21354	DESIRE
4	say	say	False	False	1867	21367	COMMUNICATION
2	was	be	False	False	1867	21369	STATE
5	came	come	False	False	1868	21374	MOTION
5	said	say	False	False	1869	21385	COMMUNICATION
1	said	say	False	False	1870	21400	COMMUNICATION
8	held	hold	False	False	1873	21427	POSSESSION
5	said	say	False	False	1874	21446	COMMUNICATION
4	looks	look	False	False	1874	21451	PERCEPTION
3	cleared	clear	False	False	1875	21467	CLEAR
3	said	say	False	False	1876	21472	COMMUNICATION
10	excuse	excuse	False	False	1876	21477	JUDGEMENT
8	had do	have do	False	False	1877	21488	POSSESSION
8	can	can	False	False	1877	21494	POCKET
9	been	be	True	False	1878	21506	STATE
5	said	say	False	False	1879	21517	COMMUNICATION
3	said Let	say let	False	False	1880	21532	COMMUNICATION
3	want discuss	want discuss	False	False	1882	21555	DESIRE
3	moved	move	False	False	1889	21635	MOTION
3	cleared	clear	False	False	1889	21642	CLEAR
3	spoke	speak	False	False	1889	21647	COMMUNICATION
3	said	say	False	False	1890	21650	COMMUNICATION
3	thought wait	think wait	False	False	1890	21654	COGNITION
0	had	have	False	False	1890	21662	POSSESSION
9	died	die	False	False	1891	21677	DEATH
1	exclaimed	exclaim	False	False	1893	21691	COMMUNICATION
0	said	say	False	False	1895	21715	COMMUNICATION
3	shrugged	shrug	False	False	1896	21738	WINK
3	give	give	True	False	1899	21762	TRANSFER
3	have	have	False	False	1900	21767	POSSESSION
1	said	say	False	False	1901	21781	COMMUNICATION
9	was	be	False	False	1901	21785	STATE
9	had	have	False	False	1902	21795	POSSESSION
1	suppose	suppose	False	False	1903	21809	COGNITION
3	said	say	False	False	1904	21814	COMMUNICATION
5	said	say	False	False	1908	21857	COMMUNICATION
3	turned	turn	False	False	1909	21860	MOTION
0	mean	mean	False	False	1910	21869	CONJECTURE
5	said	say	False	False	1911	21886	COMMUNICATION
10	heard	hear	False	False	1911	21891	PERCEPTION
9	accused	accuse	False	True	1912	21895	SOCIAL
0	think	think	False	False	1913	21918	COGNITION
5	said	say	False	False	1914	21923	COMMUNICATION
5	think	think	False	False	1914	21927	COGNITION
10	saw	see	False	False	1915	21936	PERCEPTION
9	broke	break	False	False	1916	21942	APPEAR
9	fainted	faint	False	False	1916	21946	CHANGE_BODILY_STATE
9	died	die	False	False	1918	21966	DEATH
3	shook	shake	False	False	1919	21973	AMUSE
3	said	say	False	False	1920	21987	COMMUNICATION
5	said	say	False	False	1923	22016	COMMUNICATION
4	said	say	False	False	1926	22040	COMMUNICATION
5	looked	look	False	False	1927	22057	PERCEPTION
5	said	say	False	False	1929	22070	COMMUNICATION
10	regard	regard	False	False	1929	22074	CHARACTERIZE
5	do	do	True	False	1930	22092	ABANDONMENT
0	stroked	stroke	False	False	1931	22098	CONTACT
5	leaves	leave	False	False	1932	22124	MOTION
5	is	be	False	False	1932	22138	STATE
5	shrugged	shrug	False	False	1934	22153	WINK
4	said	say	False	False	1935	22158	COMMUNICATION
9	have eat	have eat	False	False	1935	22165	POSSESSION
9	went	go	False	False	1935	22174	MOTION
3	said	say	False	False	1936	22181	COMMUNICATION
9	take	take	True	False	1937	22191	OBTAINING
3	bet	bet	False	False	1940	22206	BILL
9	had	have	False	False	1940	22209	POSSESSION
8	assures	assure	False	False	1942	22223	ADVISE
9	had	have	False	False	1942	22226	POSSESSION
4	said	say	False	False	1943	22235	COMMUNICATION
8	say	say	False	False	1944	22242	COMMUNICATION
3	looked	look	False	False	1945	22254	PERCEPTION
4	said	say	False	False	1947	22272	COMMUNICATION
8	polished	polish	False	False	1952	22320	BUTTER
1	interrupted	interrupt	False	False	1955	22349	INTERRUPT_PROCESS
1	said	say	False	False	1956	22356	COMMUNICATION
1	think	think	True	False	1956	22364	COGNITION
9	felt	feel	False	False	1956	22368	PERCEPTION
4	looked	look	False	False	1957	22373	PERCEPTION
4	resumed	resume	False	False	1959	22392	ASPECT
9	cracks	crack	False	False	1963	22432	BREAK
9	goes	go	False	False	1963	22435	MOTION
6	hung	hang	False	False	1964	22443	ASSUMING_POSITION
9	coming	come	False	False	1964	22449	MOTION
6	was	be	False	False	1967	22463	STATE
9	say	say	False	False	1968	22481	COMMUNICATION
9	give	give	False	False	1972	22527	TRANSFER
9	got	get	True	False	1973	22535	OBTAINING
9	's	be	False	False	1974	22547	STATE
9	is	be	False	False	1974	22559	STATE
6	's	be	False	False	1975	22562	STATE
6	lie	lie	False	False	1976	22568	BODY_POSITION
6	be	be	True	False	1976	22581	STATE
9	goes	go	False	False	1977	22589	MOTION
6	slips	slip	False	False	1978	22601	TRANSFER
6	makes	make	False	False	1978	22609	CREATION
4	snorted	snort	False	False	1981	22644	NONVERBAL_EXPRESSION
6	do	do	False	False	1983	22658	ABANDONMENT
9	drunk	drunk	False	False	1983	22662	INTOXICATION
6	said	say	False	False	1985	22688	COMMUNICATION
6	think	think	False	False	1986	22701	COGNITION
4	gave	give	False	False	1987	22717	TRANSFER
4	said	say	False	False	1988	22723	COMMUNICATION
8	came	come	False	False	1990	22763	MOTION
8	said	say	False	False	1991	22767	COMMUNICATION
8	get	get	False	False	1991	22783	OBTAINING
8	'm	be	False	False	1992	22787	STATE
8	run	run	False	False	1992	22798	MOTION
0	stirred	stir	False	False	1994	22820	AMUSE
0	asked	ask	False	False	1995	22828	COMMUNICATION
2	said	say	False	False	2000	22883	COMMUNICATION
2	nodded	nod	False	False	2003	22908	WINK
8	waited	wait	False	False	2004	22914	EXIST
6	spoke	speak	False	False	2005	22922	COMMUNICATION
8	inclined	incline	False	False	2008	22946	INCLINATION
8	took	take	False	False	2011	22962	OBTAINING
8	went	go	False	False	2011	22969	MOTION
4	looked	look	False	False	2015	22999	PERCEPTION
4	nodded	nod	False	False	2016	23004	WINK
4	said	say	False	False	2017	23009	COMMUNICATION
4	know	know	False	False	2017	23013	COGNITION
0	thinking	think	False	False	2017	23017	COGNITION
4	asked	ask	False	False	2018	23024	COMMUNICATION
2	asked	ask	False	False	2021	23057	COMMUNICATION
4	say	say	False	False	2022	23071	COMMUNICATION
2	said	say	False	False	2025	23093	COMMUNICATION
0	think	think	False	False	2025	23102	COGNITION
4	turned	turn	False	False	2028	23129	MOTION
4	viewed	view	False	False	2028	23135	CHARACTERIZE
10	think	think	False	False	2029	23143	COGNITION
6	said	say	False	False	2030	23152	COMMUNICATION
0	see	see	False	False	2036	23210	PERCEPTION
6	hesitated	hesitate	False	False	2037	23220	LINGER
6	said	say	False	False	2037	23224	COMMUNICATION
6	turned	turn	False	False	2040	23260	MOTION
6	walked	walk	False	False	2040	23263	MOTION
6	walked	walk	False	False	2042	23296	MOTION
4	said	say	False	False	2043	23311	COMMUNICATION
2	said	say	False	False	2045	23339	COMMUNICATION
2	fancy	fancy	True	False	2045	23345	ADMIRE
0	will	will	False	False	2045	23347	FUTURE_HAVING
4	laughed	laugh	False	False	2046	23356	NONVERBAL_EXPRESSION
4	added	add	False	False	2048	23373	MIX
4	think	think	True	False	2048	23381	COGNITION
0	going	go	False	False	2048	23385	MOTION
2	said	say	False	False	2049	23396	COMMUNICATION
2	feel	feel	False	False	2049	23400	PERCEPTION
2	thank	thank	False	False	2049	23407	SOCIAL
3	came	come	False	False	2051	23417	MOTION
3	stood	stand	False	False	2052	23424	BODY_POSITION
3	turned	turn	False	False	2055	23461	MOTION
8	came	come	False	False	2056	23471	MOTION
8	have	have	False	False	2057	23481	POSSESSION
3	turned	turn	False	False	2058	23493	MOTION
3	startled	startle	False	True	2059	23497	AMUSE
3	saw	see	False	False	2059	23501	PERCEPTION
3	taken	take	False	True	2063	23536	OBTAINING
8	have	have	False	False	2064	23547	POSSESSION
3	turned	turn	False	False	2066	23560	MOTION
3	re	re	False	False	2066	23563	ABOUNDING_WITH
3	-	-	False	False	2066	23564	ABOUNDING_WITH
3	entered	enter	False	False	2066	23565	MOTION
3	said	say	False	False	2067	23574	COMMUNICATION
0	come	come	False	False	2069	23595	MOTION
8	opened	open	False	False	2070	23601	APPEAR
3	passed	pass	False	False	2071	23610	TRANSFER
8	followed	follow	False	False	2072	23614	MOTION
8	shut	shut	False	False	2072	23617	OTHER_COS
3	said	say	False	False	2073	23627	COMMUNICATION
8	swallowing	swallow	False	False	2075	23647	GOBBLE
8	jerked	jerk	False	False	2076	23650	CONTACT
8	understand	understand	True	False	2076	23666	COGNITION
3	said	say	False	False	2077	23670	COMMUNICATION
10	think	think	False	False	2079	23683	COGNITION
8	'm	be	False	False	2079	23685	STATE
10	say	say	False	False	2080	23692	COMMUNICATION
8	swallowed	swallow	False	False	2086	23745	GOBBLE
8	said	say	False	False	2087	23749	COMMUNICATION
8	swear	swear	False	False	2091	23781	CONJECTURE
3	said	say	False	False	2092	23791	COMMUNICATION
8	came	come	False	False	2094	23808	MOTION
8	clearing	clear	False	False	2096	23825	CLEAR
8	noticed	notice	False	False	2097	23837	PERCEPTION
8	thought	think	False	False	2097	23840	COGNITION
8	thought	think	False	False	2098	23849	COGNITION
8	notice	notice	True	False	2100	23862	PERCEPTION
8	laid	lay	False	False	2100	23865	PLACEMENT
8	was	be	False	False	2101	23870	STATE
8	came	come	False	False	2102	23883	MOTION
0	believe	believe	True	False	2103	23895	COGNITION
5	suggested	suggest	False	False	2109	23932	REFLEXIVE_APPEARANCE
1	acquiesced	acquiesce	False	False	2110	23953	GIVING_IN
5	said	say	False	False	2115	24014	COMMUNICATION
8	seemed	seem	False	False	2115	24024	GIVE_IMPRESSION
8	brought	bring	False	False	2115	24020	TRANSFER
8	be	be	False	False	2116	24039	STATE
1	answer	answer	True	False	2117	24049	COMMUNICATION
1	fighting	fight	False	False	2118	24053	BATTLE
1	said	say	False	False	2119	24062	COMMUNICATION
10	keep	keep	False	False	2119	24070	POSSESSION
10	had	have	False	False	2121	24082	POSSESSION
1	said	say	False	False	2122	24089	COMMUNICATION
1	wish	wish	False	False	2122	24098	DESIRE
8	come	come	False	False	2122	24101	MOTION
1	want get	want get	False	False	2123	24104	DESIRE
5	said	say	False	False	2124	24112	COMMUNICATION
5	've	have	False	False	2124	24117	POSSESSION
1	said	say	False	False	2125	24126	COMMUNICATION
5	'm	be	False	False	2127	24157	STATE
5	had	have	False	False	2129	24183	POSSESSION
1	murmured	murmur	False	False	2130	24196	COMMUNICATION
1	suppose	suppose	True	False	2130	24201	COGNITION
5	said	say	False	False	2131	24215	COMMUNICATION
1	drew	draw	False	False	2132	24220	FORCE
1	said	say	False	False	2133	24227	COMMUNICATION
0	think	think	False	False	2133	24233	COGNITION
0	said	say	False	False	2133	24237	COMMUNICATION
0	referring	refer	False	False	2135	24258	CONTRIBUTE
1	said	say	False	False	2136	24262	COMMUNICATION
0	think	think	False	False	2136	24272	COGNITION
8	did	do	False	False	2136	24278	ABANDONMENT
5	gazed	gaze	False	False	2137	24288	PEER
5	said	say	False	False	2138	24296	COMMUNICATION
5	am	be	False	False	2138	24302	STATE
0	think	think	False	False	2139	24311	COGNITION
1	know think	know think	True	False	2140	24318	COGNITION
5	said	say	False	False	2141	24326	COMMUNICATION
9	fainted	faint	False	False	2142	24340	CHANGE_BODILY_STATE
37	dropped	drop	False	False	2143	24345	CALIBRATABLE_COS
8	spoke	speak	False	False	2144	24356	COMMUNICATION
5	'm	be	False	False	2145	24371	STATE
1	said	say	False	False	2146	24379	COMMUNICATION
9	looked	look	False	False	2146	24385	PERCEPTION
1	seen	see	True	False	2147	24396	PERCEPTION
9	haunted	haunt	False	True	2148	24409	AMUSE
5	murmured	murmur	False	False	2149	24417	COMMUNICATION
5	remember	remember	False	False	2149	24421	COGNITION
1	scrambled	scramble	False	False	2153	24464	PREPARING
1	said	say	False	False	2154	24470	COMMUNICATION
1	understand	understand	True	False	2158	24510	COGNITION
1	stopped	stop	False	False	2161	24540	ASPECT
5	said	say	False	False	2163	24564	COMMUNICATION
5	understand	understand	False	False	2163	24570	COGNITION
2	admits	admit	False	False	2165	24583	ADMIT
1	said	say	False	False	2166	24595	COMMUNICATION
5	said	say	False	False	2167	24607	COMMUNICATION
1	thought	think	False	False	2168	24622	COGNITION
1	going laugh	go laugh	False	False	2169	24637	MOTION
1	'm	be	False	False	2170	24642	STATE
1	'm	be	True	False	2171	24646	STATE
5	continued	continue	False	False	2172	24654	ASPECT
5	paused	pause	False	False	2175	24708	LINGER
5	went	go	False	False	2175	24711	MOTION
5	going say	go say	True	False	2175	24724	MOTION
1	listened	listen	False	False	2178	24748	PEER
5	continued	continue	False	False	2179	24754	ASPECT
17	was	be	False	False	2179	24760	STATE
5	found	find	False	False	2180	24773	OBTAINING
5	was	be	False	False	2181	24779	STATE
17	had	have	False	False	2182	24787	POSSESSION
17	was	be	False	False	2182	24791	STATE
5	was	be	False	False	2183	24798	STATE
17	was	be	False	False	2185	24814	STATE
5	found	find	False	False	2187	24830	OBTAINING
17	was	be	False	False	2187	24834	STATE
5	paused	pause	False	False	2188	24845	LINGER
5	'm	be	False	False	2191	24881	STATE
1	said	say	False	False	2192	24894	COMMUNICATION
5	keep	keep	True	False	2193	24911	POSSESSION
5	condoned	condone	False	False	2194	24926	JUDGEMENT
1	said	say	False	False	2195	24931	COMMUNICATION
5	said	say	False	False	2196	24947	COMMUNICATION
17	took	take	False	False	2197	24971	OBTAINING
1	whispered	whisper	False	False	2198	24978	COMMUNICATION
1	struck	strike	False	False	2198	24982	CONTACT
17	killed	kill	False	False	2198	24986	KILLING
17	threw	throw	False	False	2199	24994	AMUSE
1	shivered	shiver	False	False	2200	25002	BODY_INTERNAL_STATES
1	stared	star	False	False	2201	25005	CAPTAIN
1	said	say	False	False	2202	25016	COMMUNICATION
0	feel	feel	False	False	2202	25022	PERCEPTION
0	knew	know	False	False	2202	25026	COGNITION
17	done	do	False	False	2202	25029	ABANDONMENT
0	Were	be	True	False	2203	25032	STATE
0	blame	blame	True	False	2204	25040	SOCIAL
5	drew	draw	False	False	2205	25046	FORCE
5	had	have	False	False	2207	25054	POSSESSION
1	said	say	False	False	2208	25064	COMMUNICATION
5	said	say	False	False	2209	25081	COMMUNICATION
17	behaved	behave	False	False	2210	25104	MASQUERADE
