canonical_id_left	name_left	role_left	word	lemma	index	negated	gender_left	name_variants_left	canonical_id_right	name_right	role_right	gender_right	name_variants_right	is_new
2	Philip Lombard	agent	not shoot [shoot]	shoot	56939	False	m		1	Vera Elizabeth Claythorne	patient	f		False
2	Philip Lombard	agent	come	come	57001	False	m		0	Lawrence John Wargrave	patient	m		False
2	Philip Lombard	agent	could shoot [shoot]	shoot	57043	False	m		4	William Henry Blore	patient	m		False
2	Philip Lombard	agent	lend	lend	57140	False	m		0	Lawrence John Wargrave	patient	m		False
10	Isaac Morris	agent	heard	hear	57325	False	m		4	William Henry Blore	patient	m		False
4	William Henry Blore	agent	may rid [may rid]	rid	57403	False	m		3	Edward George Armstrong	patient	m		False
0	Lawrence John Wargrave	agent	ask	ask	57433	False	m		2	Philip Lombard	patient	m		False
2	Philip Lombard	agent	looked	look	57558	False	m		1	Vera Elizabeth Claythorne	patient	f		False
2	Philip Lombard	agent	shoot	shoot	57580	True	m		0	Lawrence John Wargrave	patient	m		False
1	Vera Elizabeth Claythorne	agent	turned	turn	57619	False	f		2	Philip Lombard	patient	m		False
2	Philip Lombard	agent	looked	look	57790	False	m		1	Vera Elizabeth Claythorne	patient	f		False
1	Vera Elizabeth Claythorne	agent	come with [come with]	come	58046	False	f		2	Philip Lombard	patient	m		False
2	Philip Lombard	agent	grasped	grasp	58202	False	m		1	Vera Elizabeth Claythorne	patient	f		False
0	Lawrence John Wargrave	agent	find	find	58365	True	m		3	Edward George Armstrong	patient	m		False
0	Lawrence John Wargrave	agent	find	find	58357	True	m		3	Edward George Armstrong	patient	m		False
1	Vera Elizabeth Claythorne	agent	see	see	59304	True	f		2	Philip Lombard	patient	m		False
1	Vera Elizabeth Claythorne	agent	looked	look	59452	False	f		7	Anthony James Marston	patient	m		False
1	Vera Elizabeth Claythorne	agent	looked	look	59516	False	f		3	Edward George Armstrong	patient	m		False
1	Vera Elizabeth Claythorne	agent	leaned	lean	59610	False	f		2	Philip Lombard	patient	m		False
1	Vera Elizabeth Claythorne	agent	facing	face	59707	False	f		2	Philip Lombard	patient	m		False
0	Lawrence John Wargrave	agent	telling	tell	61610	False	m		12	Thomas Legge	patient	m		False
11	Fred Narracott	agent	override	override	61799	False	m		10	Isaac Morris	patient	m		False
19	Arthur Richmond	agent	serving	serve	62661	False	m		6	John Gordon Macarthur	patient	m		False
2	Philip Lombard	agent	pushed	push	64064	False	m		4	William Henry Blore	patient	m		False
2	Philip Lombard	agent	doped	dope	64075	False	m		1	Vera Elizabeth Claythorne	patient	f		False
2	Philip Lombard	agent	strung	string	64079	False	m		1	Vera Elizabeth Claythorne	patient	f		False
1	Vera Elizabeth Claythorne	agent	shot	shoot	64184	False	f		2	Philip Lombard	patient	m		False
1	Vera Elizabeth Claythorne	agent	toppled	topple	64195	False	f		4	William Henry Blore	patient	m		False
10	Isaac Morris	agent	interviewed	interview	67230	False	m		2	Philip Lombard	patient	m		False
1	Vera Elizabeth Claythorne	agent	drown	not	57832	false			15	Cyril Ogilvie Hamilton	patient			True
