canonical_id_left	name_left	role_left	word	lemma	index	negated	gender_left	name_variants_left	canonical_id_right	name_right	role_right	gender_right	name_variants_right
4	William Henry Blore	agent	viewed	view	23137	False	m	['Blore', 'Davis', 'Ex-Inspector Blore', 'I.', 'Inspector Blore']	6	John Gordon Macarthur	patient	m	"['""he', 'Damn fool', 'General', 'General Macarthur', 'John Gordon Macarthur']"
2	Philip Lombard	agent	thank	thank	23409	False	m	['A very distinguished old gentleman', 'Captain Lombard', 'Counsel', 'Fellow', 'Good-looking fellow']	4	William Henry Blore	patient	m	['Blore', 'Davis', 'Ex-Inspector Blore', 'I.', 'Inspector Blore']
3	Edward George Armstrong	agent	turned	turn	23463	False	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"	0	Lawrence John Wargrave	patient	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"
8	Thomas Rogers	agent	have	have	23483	False	m	['I think you', 'I.', 'Mr. and Mrs. Rogers', 'Rogers', 'Rogers woman']	3	Edward George Armstrong	patient	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"
8	Thomas Rogers	agent	have	have	23549	False	m	['I think you', 'I.', 'Mr. and Mrs. Rogers', 'Rogers', 'Rogers woman']	3	Edward George Armstrong	patient	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"
3	Edward George Armstrong	agent	entered	enter	23567	False	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"	8	Thomas Rogers	patient	m	['I think you', 'I.', 'Mr. and Mrs. Rogers', 'Rogers', 'Rogers woman']
8	Thomas Rogers	agent	followed	follow	23616	False	m	['I think you', 'I.', 'Mr. and Mrs. Rogers', 'Rogers', 'Rogers woman']	3	Edward George Armstrong	patient	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"
8	Thomas Rogers	agent	shut	shut	23619	False	m	['I think you', 'I.', 'Mr. and Mrs. Rogers', 'Rogers', 'Rogers woman']	3	Edward George Armstrong	patient	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"
3	Edward George Armstrong	agent	believe	believe	23897	True	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"	8	Thomas Rogers	patient	m	['I think you', 'I.', 'Mr. and Mrs. Rogers', 'Rogers', 'Rogers woman']
5	Emily Brent	agent	suggested	suggest	23934	False	f	"['Emily', 'Emily Brent', ""Ma'am"", 'Madam', 'Miss Brent']"	1	Vera Elizabeth Claythorne	patient	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"
1	Vera Elizabeth Claythorne	agent	said	say	24472	False	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"	5	Emily Brent	patient	f	"['Emily', 'Emily Brent', ""Ma'am"", 'Madam', 'Miss Brent']"
5	Emily Brent	agent	understand	understand	24572	False	f	"['Emily', 'Emily Brent', ""Ma'am"", 'Madam', 'Miss Brent']"	1	Vera Elizabeth Claythorne	patient	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"
5	Emily Brent	agent	keep	keep	24913	True	f	"['Emily', 'Emily Brent', ""Ma'am"", 'Madam', 'Miss Brent']"	17	Beatrice Taylor	patient	f	['BEATRICE TAYLOR', 'Beatrice', 'Beatrice Taylor', 'The abandoned creature', 'the drowned girl']
5	Emily Brent	agent	said	say	25083	False	f	"['Emily', 'Emily Brent', ""Ma'am"", 'Madam', 'Miss Brent']"	17	Beatrice Taylor	patient	f	['BEATRICE TAYLOR', 'Beatrice', 'Beatrice Taylor', 'The abandoned creature', 'the drowned girl']
5	Emily Brent	agent	turned	turn	25122	False	f	"['Emily', 'Emily Brent', ""Ma'am"", 'Madam', 'Miss Brent']"	1	Vera Elizabeth Claythorne	patient	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"
3	Edward George Armstrong	agent	speak	speak	25320	False	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"	2	Philip Lombard	patient	m	['A very distinguished old gentleman', 'Captain Lombard', 'Counsel', 'Fellow', 'Good-looking fellow']
2	Philip Lombard	agent	accept	accept	25461	False	m	['A very distinguished old gentleman', 'Captain Lombard', 'Counsel', 'Fellow', 'Good-looking fellow']	4	William Henry Blore	patient	m	['Blore', 'Davis', 'Ex-Inspector Blore', 'I.', 'Inspector Blore']
3	Edward George Armstrong	agent	asked	ask	25567	False	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"	8	Thomas Rogers	patient	m	['I think you', 'I.', 'Mr. and Mrs. Rogers', 'Rogers', 'Rogers woman']
3	Edward George Armstrong	agent	beg	beg	25753	False	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"	2	Philip Lombard	patient	m	['A very distinguished old gentleman', 'Captain Lombard', 'Counsel', 'Fellow', 'Good-looking fellow']
3	Edward George Armstrong	agent	bring	bring	25876	True	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"	0	Lawrence John Wargrave	patient	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"
3	Edward George Armstrong	agent	bring	bring	25876	True	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"	0	Lawrence John Wargrave	patient	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"
3	Edward George Armstrong	agent	tell	tell	26079	False	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"	2	Philip Lombard	patient	m	['A very distinguished old gentleman', 'Captain Lombard', 'Counsel', 'Fellow', 'Good-looking fellow']
3	Edward George Armstrong	agent	prompted	prompt	26256	False	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"	2	Philip Lombard	patient	m	['A very distinguished old gentleman', 'Captain Lombard', 'Counsel', 'Fellow', 'Good-looking fellow']
2	Philip Lombard	agent	believe	believe	26319	False	m	['A very distinguished old gentleman', 'Captain Lombard', 'Counsel', 'Fellow', 'Good-looking fellow']	7	Anthony James Marston	patient	m	['Anthony', 'Anthony James Marston', 'Anthony Marston', 'Marston', 'Mr. Marston']
2	Philip Lombard	agent	believe	believe	26338	False	m	['A very distinguished old gentleman', 'Captain Lombard', 'Counsel', 'Fellow', 'Good-looking fellow']	9	Ethel Rogers	patient	f	['Ethel', 'Ethel Rogers', 'His wife', 'Mother Rogers', 'Mrs. Rogers']
8	Thomas Rogers	agent	put	put	26360	False	m	['I think you', 'I.', 'Mr. and Mrs. Rogers', 'Rogers', 'Rogers woman']	9	Ethel Rogers	patient	f	['Ethel', 'Ethel Rogers', 'His wife', 'Mother Rogers', 'Mrs. Rogers']
3	Edward George Armstrong	agent	give	give	26405	False	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"	2	Philip Lombard	patient	m	['A very distinguished old gentleman', 'Captain Lombard', 'Counsel', 'Fellow', 'Good-looking fellow']
8	Thomas Rogers	agent	given	give	26422	False	m	['I think you', 'I.', 'Mr. and Mrs. Rogers', 'Rogers', 'Rogers woman']	3	Edward George Armstrong	patient	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"
2	Philip Lombard	agent	took	take	26567	False	m	['A very distinguished old gentleman', 'Captain Lombard', 'Counsel', 'Fellow', 'Good-looking fellow']	3	Edward George Armstrong	patient	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"
1	Vera Elizabeth Claythorne	agent	avoided	avoid	28420	False	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"	5	Emily Brent	patient	f	"['Emily', 'Emily Brent', ""Ma'am"", 'Madam', 'Miss Brent']"
1	Vera Elizabeth Claythorne	agent	thought	think	28461	False	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"	5	Emily Brent	patient	f	"['Emily', 'Emily Brent', ""Ma'am"", 'Madam', 'Miss Brent']"
1	Vera Elizabeth Claythorne	agent	looked	look	28543	False	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"	0	Lawrence John Wargrave	patient	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"
6	John Gordon Macarthur	agent	stirred	stir	28633	False	m	"['""he', 'Damn fool', 'General', 'General Macarthur', 'John Gordon Macarthur']"	1	Vera Elizabeth Claythorne	patient	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"
6	John Gordon Macarthur	agent	stared	star	28660	False	m	"['""he', 'Damn fool', 'General', 'General Macarthur', 'John Gordon Macarthur']"	1	Vera Elizabeth Claythorne	patient	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"
1	Vera Elizabeth Claythorne	agent	sat	sit	28706	False	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"	6	John Gordon Macarthur	patient	m	"['""he', 'Damn fool', 'General', 'General Macarthur', 'John Gordon Macarthur']"
1	Vera Elizabeth Claythorne	agent	understand	understand	28944	True	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"	6	John Gordon Macarthur	patient	m	"['""he', 'Damn fool', 'General', 'General Macarthur', 'John Gordon Macarthur']"
6	John Gordon Macarthur	agent	loved	love	28972	False	m	"['""he', 'Damn fool', 'General', 'General Macarthur', 'John Gordon Macarthur']"	20	Leslie Macarthur	patient	f	"['Leslie', ""Stealer of another man's wife"", 'my wife']"
6	John Gordon Macarthur	agent	loved	love	28976	False	m	"['""he', 'Damn fool', 'General', 'General Macarthur', 'John Gordon Macarthur']"	20	Leslie Macarthur	patient	f	"['Leslie', ""Stealer of another man's wife"", 'my wife']"
6	John Gordon Macarthur	agent	loved	love	29001	False	m	"['""he', 'Damn fool', 'General', 'General Macarthur', 'John Gordon Macarthur']"	20	Leslie Macarthur	patient	f	"['Leslie', ""Stealer of another man's wife"", 'my wife']"
6	John Gordon Macarthur	agent	loved	love	29039	False	m	"['""he', 'Damn fool', 'General', 'General Macarthur', 'John Gordon Macarthur']"	20	Leslie Macarthur	patient	f	"['Leslie', ""Stealer of another man's wife"", 'my wife']"
6	John Gordon Macarthur	agent	sent	send	29089	False	m	"['""he', 'Damn fool', 'General', 'General Macarthur', 'John Gordon Macarthur']"	19	Arthur Richmond	patient	m	['Arthur', 'Arthur Richmond', 'Richmond', 'her lover', 'the boy']
6	John Gordon Macarthur	agent	sent	send	29089	False	m	"['""he', 'Damn fool', 'General', 'General Macarthur', 'John Gordon Macarthur']"	19	Arthur Richmond	patient	m	['Arthur', 'Arthur Richmond', 'Richmond', 'her lover', 'the boy']
6	John Gordon Macarthur	agent	know	know	29227	True	m	"['""he', 'Damn fool', 'General', 'General Macarthur', 'John Gordon Macarthur']"	20	Leslie Macarthur	patient	f	"['Leslie', ""Stealer of another man's wife"", 'my wife']"
6	John Gordon Macarthur	agent	reach	reach	29242	True	m	"['""he', 'Damn fool', 'General', 'General Macarthur', 'John Gordon Macarthur']"	20	Leslie Macarthur	patient	f	"['Leslie', ""Stealer of another man's wife"", 'my wife']"
4	William Henry Blore	agent	found	find	29394	False	m	['Blore', 'Davis', 'Ex-Inspector Blore', 'I.', 'Inspector Blore']	3	Edward George Armstrong	patient	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"
4	William Henry Blore	agent	left staring	leave star	29399	False	m	['Blore', 'Davis', 'Ex-Inspector Blore', 'I.', 'Inspector Blore']	3	Edward George Armstrong	patient	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"
4	William Henry Blore	agent	thinking	think	29483	False	m	['Blore', 'Davis', 'Ex-Inspector Blore', 'I.', 'Inspector Blore']	6	John Gordon Macarthur	patient	m	"['""he', 'Damn fool', 'General', 'General Macarthur', 'John Gordon Macarthur']"
3	Edward George Armstrong	agent	studied	study	29571	True	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"	6	John Gordon Macarthur	patient	m	"['""he', 'Damn fool', 'General', 'General Macarthur', 'John Gordon Macarthur']"
4	William Henry Blore	agent	trust	trust	29800	True	m	['Blore', 'Davis', 'Ex-Inspector Blore', 'I.', 'Inspector Blore']	2	Philip Lombard	patient	m	['A very distinguished old gentleman', 'Captain Lombard', 'Counsel', 'Fellow', 'Good-looking fellow']
3	Edward George Armstrong	agent	say	say	30204	False	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"	8	Thomas Rogers	patient	m	['I think you', 'I.', 'Mr. and Mrs. Rogers', 'Rogers', 'Rogers woman']
3	Edward George Armstrong	agent	grasped	grasp	30352	False	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"	4	William Henry Blore	patient	m	['Blore', 'Davis', 'Ex-Inspector Blore', 'I.', 'Inspector Blore']
4	William Henry Blore	agent	said	say	30988	False	m	['Blore', 'Davis', 'Ex-Inspector Blore', 'I.', 'Inspector Blore']	9	Ethel Rogers	patient	f	['Ethel', 'Ethel Rogers', 'His wife', 'Mother Rogers', 'Mrs. Rogers']
3	Edward George Armstrong	agent	give	give	31073	False	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"	9	Ethel Rogers	patient	f	['Ethel', 'Ethel Rogers', 'His wife', 'Mother Rogers', 'Mrs. Rogers']
3	Edward George Armstrong	agent	stared	star	31083	False	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"	4	William Henry Blore	patient	m	['Blore', 'Davis', 'Ex-Inspector Blore', 'I.', 'Inspector Blore']
4	William Henry Blore	agent	give	give	31105	False	m	['Blore', 'Davis', 'Ex-Inspector Blore', 'I.', 'Inspector Blore']	9	Ethel Rogers	patient	f	['Ethel', 'Ethel Rogers', 'His wife', 'Mother Rogers', 'Mrs. Rogers']
4	William Henry Blore	agent	gave	give	31135	False	m	['Blore', 'Davis', 'Ex-Inspector Blore', 'I.', 'Inspector Blore']	9	Ethel Rogers	patient	f	['Ethel', 'Ethel Rogers', 'His wife', 'Mother Rogers', 'Mrs. Rogers']
3	Edward George Armstrong	agent	give	give	31169	True	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"	9	Ethel Rogers	patient	f	['Ethel', 'Ethel Rogers', 'His wife', 'Mother Rogers', 'Mrs. Rogers']
3	Edward George Armstrong	agent	gave	give	31257	False	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"	9	Ethel Rogers	patient	f	['Ethel', 'Ethel Rogers', 'His wife', 'Mother Rogers', 'Mrs. Rogers']
2	Philip Lombard	agent	said	say	31375	False	m	['A very distinguished old gentleman', 'Captain Lombard', 'Counsel', 'Fellow', 'Good-looking fellow']	4	William Henry Blore	patient	m	['Blore', 'Davis', 'Ex-Inspector Blore', 'I.', 'Inspector Blore']
2	Philip Lombard	agent	shut	shut	31450	False	m	['A very distinguished old gentleman', 'Captain Lombard', 'Counsel', 'Fellow', 'Good-looking fellow']	4	William Henry Blore	patient	m	['Blore', 'Davis', 'Ex-Inspector Blore', 'I.', 'Inspector Blore']
10	Isaac Morris	agent	offered	offer	31686	False	m	['Isaac Morris', 'Man called Morris', 'Morris', 'Mr. Isaac Morris', 'Mr. Morris']	2	Philip Lombard	patient	m	['A very distinguished old gentleman', 'Captain Lombard', 'Counsel', 'Fellow', 'Good-looking fellow']
10	Isaac Morris	agent	told	tell	31746	False	m	['Isaac Morris', 'Man called Morris', 'Morris', 'Mr. Isaac Morris', 'Mr. Morris']	2	Philip Lombard	patient	m	['A very distinguished old gentleman', 'Captain Lombard', 'Counsel', 'Fellow', 'Good-looking fellow']
8	Thomas Rogers	agent	addressed	address	32363	False	m	['I think you', 'I.', 'Mr. and Mrs. Rogers', 'Rogers', 'Rogers woman']	5	Emily Brent	patient	f	"['Emily', 'Emily Brent', ""Ma'am"", 'Madam', 'Miss Brent']"
8	Thomas Rogers	agent	inform	inform	32433	False	m	['I think you', 'I.', 'Mr. and Mrs. Rogers', 'Rogers', 'Rogers woman']	6	John Gordon Macarthur	patient	m	"['""he', 'Damn fool', 'General', 'General Macarthur', 'John Gordon Macarthur']"
0	Lawrence John Wargrave	agent	heard	hear	32469	False	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"	8	Thomas Rogers	patient	m	['I think you', 'I.', 'Mr. and Mrs. Rogers', 'Rogers', 'Rogers woman']
8	Thomas Rogers	agent	saw	see	32834	False	m	['I think you', 'I.', 'Mr. and Mrs. Rogers', 'Rogers', 'Rogers woman']	1	Vera Elizabeth Claythorne	patient	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"
3	Edward George Armstrong	agent	tell	tell	33355	False	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"	0	Lawrence John Wargrave	patient	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"
0	Lawrence John Wargrave	agent	turned	turn	33530	False	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"	1	Vera Elizabeth Claythorne	patient	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"
0	Lawrence John Wargrave	agent	ask	ask	33685	False	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"	4	William Henry Blore	patient	m	['Blore', 'Davis', 'Ex-Inspector Blore', 'I.', 'Inspector Blore']
0	Lawrence John Wargrave	agent	said	say	33786	False	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"	2	Philip Lombard	patient	m	['A very distinguished old gentleman', 'Captain Lombard', 'Counsel', 'Fellow', 'Good-looking fellow']
0	Lawrence John Wargrave	agent	seeing	see	34371	False	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"	1	Vera Elizabeth Claythorne	patient	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"
0	Lawrence John Wargrave	agent	like	like	34396	True	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"	1	Vera Elizabeth Claythorne	patient	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"
0	Lawrence John Wargrave	agent	accusing	accuse	34425	True	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"	1	Vera Elizabeth Claythorne	patient	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"
0	Lawrence John Wargrave	agent	bowed	bow	34430	False	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"	5	Emily Brent	patient	f	"['Emily', 'Emily Brent', ""Ma'am"", 'Madam', 'Miss Brent']"
2	Philip Lombard	agent	said	say	34591	False	m	['A very distinguished old gentleman', 'Captain Lombard', 'Counsel', 'Fellow', 'Good-looking fellow']	8	Thomas Rogers	patient	m	['I think you', 'I.', 'Mr. and Mrs. Rogers', 'Rogers', 'Rogers woman']
0	Lawrence John Wargrave	agent	looked	look	34601	False	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"	2	Philip Lombard	patient	m	['A very distinguished old gentleman', 'Captain Lombard', 'Counsel', 'Fellow', 'Good-looking fellow']
8	Thomas Rogers	agent	seems	seem	34623	False	m	['I think you', 'I.', 'Mr. and Mrs. Rogers', 'Rogers', 'Rogers woman']	2	Philip Lombard	patient	m	['A very distinguished old gentleman', 'Captain Lombard', 'Counsel', 'Fellow', 'Good-looking fellow']
2	Philip Lombard	agent	come	come	34693	False	m	['A very distinguished old gentleman', 'Captain Lombard', 'Counsel', 'Fellow', 'Good-looking fellow']	0	Lawrence John Wargrave	patient	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"
8	Thomas Rogers	agent	killing	kill	34741	False	m	['I think you', 'I.', 'Mr. and Mrs. Rogers', 'Rogers', 'Rogers woman']	9	Ethel Rogers	patient	f	['Ethel', 'Ethel Rogers', 'His wife', 'Mother Rogers', 'Mrs. Rogers']
9	Ethel Rogers	agent	giving	give	34753	False	f	['Ethel', 'Ethel Rogers', 'His wife', 'Mother Rogers', 'Mrs. Rogers']	8	Thomas Rogers	patient	m	['I think you', 'I.', 'Mr. and Mrs. Rogers', 'Rogers', 'Rogers woman']
8	Thomas Rogers	agent	taken	take	34761	False	m	['I think you', 'I.', 'Mr. and Mrs. Rogers', 'Rogers', 'Rogers woman']	9	Ethel Rogers	patient	f	['Ethel', 'Ethel Rogers', 'His wife', 'Mother Rogers', 'Mrs. Rogers']
2	Philip Lombard	agent	see	see	34790	True	m	['A very distinguished old gentleman', 'Captain Lombard', 'Counsel', 'Fellow', 'Good-looking fellow']	8	Thomas Rogers	patient	m	['I think you', 'I.', 'Mr. and Mrs. Rogers', 'Rogers', 'Rogers woman']
3	Edward George Armstrong	agent	sent	send	35411	False	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"	8	Thomas Rogers	patient	m	['I think you', 'I.', 'Mr. and Mrs. Rogers', 'Rogers', 'Rogers woman']
3	Edward George Armstrong	agent	gave	give	35587	False	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"	9	Ethel Rogers	patient	f	['Ethel', 'Ethel Rogers', 'His wife', 'Mother Rogers', 'Mrs. Rogers']
4	William Henry Blore	agent	get	get	35669	True	m	['Blore', 'Davis', 'Ex-Inspector Blore', 'I.', 'Inspector Blore']	0	Lawrence John Wargrave	patient	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"
3	Edward George Armstrong	agent	given	give	35697	False	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"	9	Ethel Rogers	patient	f	['Ethel', 'Ethel Rogers', 'His wife', 'Mother Rogers', 'Mrs. Rogers']
4	William Henry Blore	agent	was	be	36410	False	m	['Blore', 'Davis', 'Ex-Inspector Blore', 'I.', 'Inspector Blore']	2	Philip Lombard	patient	m	['A very distinguished old gentleman', 'Captain Lombard', 'Counsel', 'Fellow', 'Good-looking fellow']
0	Lawrence John Wargrave	agent	turned	turn	36694	False	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"	5	Emily Brent	patient	f	"['Emily', 'Emily Brent', ""Ma'am"", 'Madam', 'Miss Brent']"
5	Emily Brent	agent	took	take	36720	False	f	"['Emily', 'Emily Brent', ""Ma'am"", 'Madam', 'Miss Brent']"	1	Vera Elizabeth Claythorne	patient	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"
0	Lawrence John Wargrave	agent	noticed	notice	36755	False	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"	5	Emily Brent	patient	f	"['Emily', 'Emily Brent', ""Ma'am"", 'Madam', 'Miss Brent']"
1	Vera Elizabeth Claythorne	agent	was	be	36811	False	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"	5	Emily Brent	patient	f	"['Emily', 'Emily Brent', ""Ma'am"", 'Madam', 'Miss Brent']"
2	Philip Lombard	agent	frightened	frighten	36967	False	m	['A very distinguished old gentleman', 'Captain Lombard', 'Counsel', 'Fellow', 'Good-looking fellow']	1	Vera Elizabeth Claythorne	patient	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"
2	Philip Lombard	agent	murmured	murmur	37177	False	m	['A very distinguished old gentleman', 'Captain Lombard', 'Counsel', 'Fellow', 'Good-looking fellow']	1	Vera Elizabeth Claythorne	patient	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"
1	Vera Elizabeth Claythorne	agent	strike	strike	37804	False	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"	2	Philip Lombard	patient	m	['A very distinguished old gentleman', 'Captain Lombard', 'Counsel', 'Fellow', 'Good-looking fellow']
1	Vera Elizabeth Claythorne	agent	see	see	37902	True	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"	2	Philip Lombard	patient	m	['A very distinguished old gentleman', 'Captain Lombard', 'Counsel', 'Fellow', 'Good-looking fellow']
2	Philip Lombard	agent	plump	plump	37993	False	m	['A very distinguished old gentleman', 'Captain Lombard', 'Counsel', 'Fellow', 'Good-looking fellow']	0	Lawrence John Wargrave	patient	m	"['""he', 'A hanging judge', 'Absolute Justice', 'Dearest Lawrence', 'Dressing up the judge']"
1	Vera Elizabeth Claythorne	agent	answered	answer	38150	False	f	"['A daring and resourceful young woman', 'Claythorne', 'Good healthy sensible girl', 'Hugo who had said he loved her', ""I'm""]"	3	Edward George Armstrong	patient	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"
2	Philip Lombard	agent	put	put	38175	False	m	['A very distinguished old gentleman', 'Captain Lombard', 'Counsel', 'Fellow', 'Good-looking fellow']	3	Edward George Armstrong	patient	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"
3	Edward George Armstrong	agent	gave	give	38233	False	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"	9	Ethel Rogers	patient	f	['Ethel', 'Ethel Rogers', 'His wife', 'Mother Rogers', 'Mrs. Rogers']
2	Philip Lombard	agent	left	leave	38308	True	m	['A very distinguished old gentleman', 'Captain Lombard', 'Counsel', 'Fellow', 'Good-looking fellow']	3	Edward George Armstrong	patient	m	"['""Any doctor been', 'Armstrong', 'Doctor', 'Dr. Armstrong', 'Edward George Armstrong']"
