subject_text	subject_ids	subject_pos	verb_text	verb_lemma	verb_id	object_text	object_ids	object_pos	negated
I	[628]	PRON	seen	see	11888	him	[56]	PRON	True
You	[1891]	PRON	seen	see	11909	him	[56]	PRON	True
d'yer	[]	X	mean	mean	11914	What	[]	PRON	False
We	[2031]	PRON	engaged	engage	11936	letter	[]	NOUN	False
Wargrave	[55]	PROPN	said	say	11964	letter	[]	NOUN	False
you	[1891]	PRON	got	get	11969	letter	[]	NOUN	False
I	[80]	PRON	keep	keep	11987	it	[]	PRON	True
We	[2031]	PRON	got	get	12061	orders	[]	NOUN	False
I	[338]	PRON	got	get	12081	letter	[]	NOUN	False
It	[2041]	PRON	said	say	12089	instructions	[]	NOUN	False
It	[2041]	PRON	said	say	12089	gramophone record	[]	NOUN	False
he	[56]	PROPN	detained	detain	12095	best	[]	ADJ	False
Mrs. Owen	[95]	PROPN	detained	detain	12095	best	[]	ADJ	False
he	[56]	PROPN	do	do	12098	best	[]	ADJ	False
Mrs. Owen	[95]	PROPN	do	do	12098	best	[]	ADJ	False
it	[]	PRON	gave	give	12105	instructions	[]	NOUN	False
It	[2041]	PRON	putting	put	12113	gramophone record	[]	NOUN	False
you	[631]	PRON	got	get	12129	letter	[]	NOUN	False
I	[631]	PRON	got	get	12141	it	[]	PRON	False
He	[631]	PRON	produced	produce	12147	it	[]	PRON	False
judge	[338]	NOUN	took	take	12155	it	[]	PRON	False
me	[93]	PRON	have	have	12192	look	[]	NOUN	False
He	[93]	PRON	twitched	twitch	12198	it	[]	PRON	False
He	[93]	PRON	ran	run	12208	eye	[]	NOUN	False
He	[93]	PRON	murmured	murmur	12215	Coronation machine	[]	NOUN	False
You	[338]	PRON	get	get	12237	anything	[]	PRON	True
I	[93]	PRON	doubt	doubt	12249	it	[]	PRON	False
He	[92]	PRON	said	say	12273	Got some fancy Christian names ,	[]	PUNCT	False
You	[93]	PRON	drawn	draw	12317	attention	[]	NOUN	False
He	[2044]	PRON	looked	look	12329	neck	[]	NOUN	False
He	[2044]	PRON	thrusting	thrust	12335	neck	[]	NOUN	False
us	[633]	PRON	pool	pool	12358	information	[]	NOUN	False
I	[0]	PRON	received	receive	12454	letter	[]	NOUN	False
It	[]	PRON	purported	purport	12469	to be from a woman I had met at a certain summer resort two or three years ago	[0, 640, 639]	ADV	False
I	[0]	PRON	took	take	12490	name	[]	NOUN	False
You	[0]	PRON	have	have	12545	letter	[]	NOUN	False
I	[0]	PRON	fetch	fetch	12558	it	[]	PRON	False
judge	[338]	NOUN	read	read	12578	it	[]	PRON	False
I	[0]	PRON	begin	begin	12586	to understand	[]	VERB	False
Vera	[125]	PROPN	explained	explain	12595	circumstances	[]	NOUN	False
judge	[338]	NOUN	said	say	12605	Marston	[123]	PROPN	False
Anthony	[92]	PROPN	said	say	12612	Got a wire	[]	NOUN	False
I	[0]	PRON	had	have	12635	idea	[]	NOUN	False
You	[0]	PRON	had	have	12679	acquaintanceship	[]	NOUN	False
judge	[338]	NOUN	said	say	12704	To give verisimilitude	[]	NOUN	False
judge	[338]	NOUN	lifted	lift	12760	hand	[]	NOUN	False
I	[0]	PRON	take	take	12776	thing	[]	NOUN	False
We	[646]	PRON	take	take	12776	thing	[]	NOUN	False
General Macarthur	[80]	PROPN	muttered	mutter	12815	Got a letter from this fellow Owen mentioned some old pals of mine who were to be here hoped I 'd excuse informal invitation	[0, 649, 263]	NOUN	False
General	[2050]	PROPN	muttered	mutter	12815	Got a letter from this fellow Owen mentioned some old pals of mine who were to be here hoped I 'd excuse informal invitation	[0, 649, 263]	NOUN	False
I	[0]	PRON	excuse	excuse	12839	invitation	[]	NOUN	False
He	[71]	PRON	made	make	12882	mind	[]	NOUN	False
I	[0]	PRON	torn	tear	12913	letter	[]	NOUN	False
Mr. Justice Wargrave	[55]	PROPN	turned	turn	12922	attention	[]	NOUN	False
forefinger	[]	NOUN	stroked	stroke	12931	lip	[]	NOUN	False
we	[651]	PRON	had	have	12949	experience	[]	NOUN	False
you	[0]	PRON	say	say	13029	What	[]	PRON	False
I	[0]	PRON	add	add	13083	something	[]	PRON	False
You	[0]	PRON	claim	claim	13120	to have come from Natal , South Africa	[28, 22]	PROPN	False
I	[0]	PRON	know	know	13131	South Africa	[22]	PROPN	False
I	[0]	PRON	know	know	13131	Natal	[28]	PROPN	False
you	[0]	PRON	set	set	13146	foot	[]	NOUN	True
fists	[]	NOUN	clenched	clench	13178	themselves	[]	PRON	False
explanation	[]	PROPN	flung	fling	13198	head	[]	NOUN	False
Blore	[93]	PROPN	flung	fling	13198	head	[]	NOUN	False
explanation	[]	PROPN	set	set	13203	jaw	[]	NOUN	False
Blore	[93]	PROPN	set	set	13203	jaw	[]	NOUN	False
gentlemen	[655]	NOUN	got	get	13212	me	[0]	PRON	False
I	[0]	PRON	got	get	13223	credentials	[]	NOUN	False
you	[0]	PRON	see	see	13229	them	[]	PRON	False
I	[0]	PRON	run	run	13239	detective agency	[657]	NOUN	False
Mr. Justice Wargrave	[55]	PROPN	asked	ask	13257	Enclosed a handsome money order for expenses and instructed me as to what he wanted done	[0, 122]	VERB	False
he	[122]	PRON	wanted	want	13283	what	[]	PRON	False
I	[0]	PRON	given	give	13301	names	[]	NOUN	False
reason	[]	PROPN	said	say	13321	jewels	[]	NOUN	False
Blore	[93]	PROPN	said	say	13321	jewels	[]	NOUN	False
forefinger	[]	NOUN	stroked	stroke	13352	lip	[]	NOUN	False
you	[0]	PRON	notice	notice	13408	initials	[]	NOUN	False
we	[660]	PRON	invited	invite	13478	madman	[662]	NOUN	False
voice	[]	NOUN	took	take	13513	thread	[]	NOUN	False
I	[0]	PRON	add	add	13540	credentials	[]	NOUN	False
He	[0]	PRON	took	take	13550	letter	[]	NOUN	False
He	[0]	PRON	tossed	toss	13557	it	[]	PRON	False
I	[0]	PRON	seen	see	13582	her	[63]	PRON	True
I	[0]	PRON	mention	mention	13636	it	[]	PRON	False
who	[]	PRON	enticed	entice	13658	us	[660]	PRON	False
person	[668]	NOUN	knows	know	13664	trouble	[]	NOUN	False
person	[668]	NOUN	taken	take	13667	trouble	[]	NOUN	False
He	[668]	PRON	knows	know	13704	something	[]	PRON	False
He	[668]	PRON	knows	know	13717	nickname	[]	NOUN	False
He	[668]	PRON	knows	know	13775	deal	[]	NOUN	False
he	[668]	PRON	made	make	13794	accusations	[]	NOUN	False
General Macarthur	[80]	PROPN	shouted	shout	13808	pack	[675]	PROPN	False
General Macarthur	[80]	PROPN	shouted	shout	13808	Slander	[]	PROPN	False
lie	[]	PROPN	growled	growl	13860	Do n't know what the damned fool was getting at	[676]	ADP	False
Anthony Marston	[92]	PROPN	growled	growl	13860	Do n't know what the damned fool was getting at	[676]	ADP	False
we	[674]	PRON	did	do	13852	neither	[]	PRON	True
hand	[]	NOUN	calmed	calm	13882	tumult	[]	NOUN	False
I	[0]	PRON	wish	wish	13897	to say this	[]	PRON	False
friend	[677]	NOUN	accuses	accuse	13905	me	[0]	PRON	False
I	[0]	PRON	remember	remember	13916	Seton	[119]	PROPN	False
He	[119]	PRON	defended	defend	13950	impression	[]	NOUN	False
He	[119]	PRON	made	make	13952	impression	[]	NOUN	False
I	[0]	PRON	summed	sum	13976	verdict	[]	NOUN	False
jury	[679]	NOUN	brought	bring	13983	verdict	[]	NOUN	False
I	[0]	PRON	wish	wish	14023	to say before you all that my conscience is perfectly clear on the matter	[0, 682]	NOUN	False
I	[0]	PRON	did	do	14040	duty	[]	PRON	False
I	[0]	PRON	did	do	14040	nothing	[]	PRON	False
I	[0]	PRON	passed	pass	14048	sentence	[]	NOUN	False
He	[86]	PRON	met	meet	14077	Matthews	[128]	PROPN	False
he	[86]	PRON	heard	hear	14118	comments	[]	NOUN	False
they	[679]	PRON	Turned	turn	14128	jury	[]	NOUN	False
they	[679]	PRON	brought	bring	14135	him	[557]	PRON	False
Old Wargrave	[129]	PROPN	knows	know	14147	law	[]	NOUN	False
he	[86]	PRON	consider	consider	14181	wisdom	[]	NOUN	False
you	[686]	PRON	know	know	14195	Seton	[119]	PROPN	False
eyes	[]	NOUN	met	meet	14212	his	[86]	PRON	False
I	[0]	PRON	knew	know	14226	nothing	[]	PRON	False
I	[0]	PRON	like	like	14267	to tell you	[686]	PRON	False
He	[688]	PRON	forbidden	forbid	14287	to swim out far	[]	ADV	False
Coroner	[1848]	PROPN	exonerated	exonerate	14335	me	[0]	PRON	False
she	[691]	PRON	blame	blame	14351	me	[0]	PRON	True
General Macarthur	[80]	PROPN	patted	pat	14381	shoulder	[]	NOUN	False
madman	[662]	NOUN	Got	get	14411	bee	[]	NOUN	False
he	[688]	PRON	said	say	14469	what	[]	PRON	False
I	[0]	PRON	sent	send	14484	him	[113]	PRON	False
effort	[]	NOUN	cost	cost	14543	deal	[]	NOUN	False
I	[0]	PRON	left	leave	14585	'em	[703]	PROPN	False
I	[0]	PRON	left	leave	14585	Matter	[]	PROPN	False
men	[707]	NOUN	left	leave	14626	them	[707]	PRON	False
natives	[710]	NOUN	mind	mind	14662	dying	[]	VERB	True
Vera	[125]	PROPN	lifted	lift	14680	face	[]	NOUN	False
You	[0]	PRON	left	leave	14696	them	[707]	PRON	False
I	[0]	PRON	left	leave	14707	them	[707]	PRON	False
I	[0]	PRON	thinking	think	14736	John	[118]	PROPN	False
I	[0]	PRON	thinking	think	14736	Lucy Combes	[114]	PROPN	False
Anthony	[92]	PROPN	shrugged	shrug	14861	shoulders	[]	NOUN	False
He	[92]	PRON	looked	look	14895	it	[]	PRON	False
He	[92]	PRON	looked	look	14895	himself	[92]	PRON	False
He	[92]	PRON	picked	pick	14902	it	[]	PRON	False
He	[92]	PRON	went	go	14909	it	[]	PRON	False
He	[92]	PRON	went	go	14909	himself	[92]	PRON	False
He	[92]	PRON	helped	help	14916	himself	[92]	PRON	False
manservant	[2059]	NOUN	moistening	moisten	14953	lips	[]	NOUN	False
manservant	[2059]	NOUN	twisting	twist	14957	hands	[]	NOUN	False
I	[0]	PRON	say	say	14975	word	[]	NOUN	False
Lombard	[71]	PROPN	said	say	14983	Go ahead , Rogers	[94]	PROPN	False
Rogers	[94]	PROPN	cleared	clear	14993	throat	[]	NOUN	False
Rogers	[94]	PROPN	passed	pass	14997	tongue	[]	NOUN	False
We	[724]	PRON	get	get	15094	doctor	[287]	NOUN	True
We	[724]	PRON	done	do	15119	everything	[]	PRON	False
one	[730]	NOUN	tell	tell	15137	same	[]	ADJ	False
He	[71]	PRON	remembered	remember	15177	crash	[]	NOUN	False
He	[71]	PRON	thought	think	15187	yea	[]	ADJ	False
He	[71]	PRON	say	say	15192	yea	[]	ADJ	True
He	[93]	PRON	said	say	15211	Came into a little something at her death , though ?	[133]	PUNCT	False
Rogers	[94]	PROPN	drew	draw	15229	himself	[94]	PRON	False
Miss Brady	[133]	PROPN	left	leave	15240	legacy	[]	NOUN	False
I	[0]	PRON	like	like	15257	to know	[]	VERB	True
It	[731]	PRON	come	come	15325	case	[]	NOUN	True
I	[0]	PRON	remember	remember	15331	case	[]	NOUN	False
Landor	[111]	PROPN	got	get	15364	servitude	[]	NOUN	False
who	[]	PRON	knocked	knock	15397	night watchman	[735]	NOUN	False
I	[0]	PRON	got	get	15439	promotion	[]	NOUN	False
I	[0]	PRON	doing	do	15455	duty	[]	NOUN	False
Lombard	[71]	PROPN	laughed	laugh	15461	laugh	[]	NOUN	False
we	[736]	PRON	seem	seem	15479	What a dutyloving , lawabiding lot	[]	AUX	False
we	[736]	PRON	seem	seem	15479	to be	[]	AUX	False
Emily Brent	[76]	PROPN	glanced	glance	15506	herself	[76]	PRON	False
Emily Brent	[76]	PROPN	drew	draw	15513	herself	[76]	PRON	False
Dr. Armstrong	[86]	PROPN	shook	shake	15528	head	[]	NOUN	False
name	[]	NOUN	meant	mean	15551	nothing	[]	PRON	False
I	[0]	PRON	remember	remember	15571	having a patient of that name , or being connected with a death in any way	[738]	NOUN	True
I	[0]	PRON	killed	kill	15680	her	[743]	PRON	False
Sister	[746]	PROPN	knew	know	15710	Pulled me up	[0]	ADP	False
she	[746]	PRON	held	hold	15716	tongue	[]	NOUN	False
it	[]	PRON	gave	give	15723	shock	[]	NOUN	False
me	[0]	PRON	say	say	15797	something	[]	PRON	False
I	[0]	PRON	have	have	15801	nothing	[]	PRON	False
judge	[338]	NOUN	said	say	15809	Nothing	[]	PRON	False
judge	[338]	NOUN	stroked	stroke	15829	face	[]	NOUN	False
You	[76]	PRON	reserve	reserve	15839	defence	[]	NOUN	False
I	[0]	PRON	have	have	15871	nothing	[]	PRON	False
She	[76]	PRON	sat	sit	15903	unyielding	[]	NOUN	False
judge	[338]	NOUN	cleared	clear	15908	throat	[]	NOUN	False
us	[748]	PRON	leave	leave	16033	place	[262]	NOUN	False
Rogers	[94]	PROPN	said	say	16050	boat	[2070]	NOUN	False
I	[94]	PRON	beg	beg	16054	pardon	[]	NOUN	False
He	[100]	PRON	brings	bring	16106	bread	[]	NOUN	False
He	[100]	PRON	brings	bring	16106	milk	[]	NOUN	False
He	[100]	PRON	brings	bring	16106	post	[]	NOUN	False
He	[100]	PRON	takes	take	16117	orders	[]	NOUN	False
I	[338]	PRON	have	have	16220	desire	[]	NOUN	False
you	[338]	PRON	call	call	16230	them	[]	PRON	False
He	[92]	PRON	picked	pick	16260	drink	[]	NOUN	False
He	[92]	PRON	drank	drank	16265	it	[]	PRON	False
it	[]	PRON	took	take	16319	breath	[]	NOUN	False
he	[92]	PRON	raised	raise	16355	head	[]	NOUN	False
They	[760]	PRON	take	take	16383	it	[]	PRON	True
they	[762]	PRON	take	take	16436	it	[]	PRON	True
he	[86]	PRON	picked	pick	16461	glass	[]	NOUN	False
You	[86]	PRON	call	call	16498	it	[]	PRON	False
He	[86]	PRON	dipped	dip	16522	finger	[]	NOUN	False
He	[86]	PRON	touched	touch	16532	finger	[]	NOUN	False
we	[2080]	PRON	call	call	16616	what	[]	PRON	False
He	[86]	PRON	removed	remove	16704	stopper	[]	NOUN	False
He	[86]	PRON	smelt	smell	16711	stopper	[]	PRON	False
He	[86]	PRON	smelt	smell	16711	it	[]	PRON	False
He	[86]	PRON	tasted	taste	16713	it	[]	PRON	False
he	[86]	PRON	tasted	taste	16718	soda water	[]	NOUN	False
He	[86]	PRON	shook	shake	16724	head	[]	NOUN	False
he	[86]	PRON	put	put	16745	stuff	[]	NOUN	False
He	[86]	PRON	said	say	16763	Seems like it	[]	PRON	False
he	[86]	PRON	kill	kill	16798	himself	[86]	PRON	False
He	[86]	PRON	enjoying	enjoy	16809	himself	[86]	PRON	False
she	[125]	PRON	meant	mean	16840	what	[]	PRON	False
one	[237]	NOUN	shook	shake	16893	head	[]	NOUN	False
Anthony Marston	[92]	PROPN	go	go	16917	himself	[92]	PRON	False
Anthony Marston	[92]	PROPN	help	help	16920	himself	[92]	PRON	False
Cyanide	[]	PROPN	put	put	16935	Anthony Marston	[92]	PROPN	False
Anthony Marston	[92]	PROPN	commit	commit	16948	suicide	[]	NOUN	False
They	[767]	PRON	left	leave	16994	it	[]	PRON	False
Armstrong	[86]	PROPN	carried	carry	17011	body	[]	NOUN	False
Lombard	[71]	PROPN	carried	carry	17011	body	[]	NOUN	False
Armstrong	[86]	PROPN	laid	lay	17023	him	[92]	PRON	False
Lombard	[71]	PROPN	laid	lay	17023	him	[92]	PRON	False
we	[767]	PRON	get	get	17114	sleep	[]	NOUN	False
I	[86]	PRON	put	put	17207	things	[]	NOUN	False
I	[86]	PRON	make	make	17214	things	[]	NOUN	False
I	[86]	PRON	turn	turn	17226	things	[]	NOUN	False
It	[636]	PRON	had	have	17322	atmosphere	[]	NOUN	False
They	[786]	PRON	exchanged	exchange	17340	goodnights	[]	NOUN	False
Each	[788]	PRON	went	go	17350	door	[]	NOUN	False
each	[]	PRON	locked	lock	17369	door	[]	NOUN	False
Mr. Justice Wargrave	[55]	PROPN	removed	remove	17383	garments	[]	NOUN	False
Mr. Justice Wargrave	[55]	PROPN	prepared	prepare	17387	himself	[86]	PRON	False
He	[86]	PRON	remembered	remember	17400	Seton	[119]	PROPN	False
what	[]	PRON	made	make	17433	impression	[]	NOUN	False
Llewellyn	[136]	PROPN	bungled	bungle	17449	it	[]	PRON	False
judge	[338]	NOUN	wound	wind	17550	watch	[]	NOUN	False
judge	[338]	NOUN	placed	place	17556	it	[]	PRON	False
he	[338]	PRON	felt	feel	17568	sitting there listening ,	[]	PUNCT	False
He	[338]	PRON	enjoyed	enjoy	17592	case	[]	NOUN	False
Llewellyn	[136]	PROPN	failed	fail	17611	to remove the good impression that the defending counsel had made	[800]	VERB	False
Mr. Justice Wargrave	[55]	PROPN	removed	remove	17638	teeth	[]	NOUN	False
Mr. Justice Wargrave	[55]	PROPN	dropped	drop	17643	them	[]	PRON	False
He	[338]	PRON	cooked	cook	17680	goose	[]	NOUN	False
he	[338]	PRON	climbed	climb	17694	light	[]	NOUN	False
he	[338]	PRON	turned	turn	17698	light	[]	NOUN	False
he	[80]	PRON	kept	keep	17769	seeing Arthur Richmond 's face	[113]	NOUN	False
He	[80]	PRON	liked	like	17778	Arthur	[113]	PROPN	False
Leslie	[140]	PROPN	liked	like	17794	him	[80]	PRON	False
Leslie	[140]	PROPN	turn	turn	17810	nose	[805]	NOUN	False
She	[140]	PRON	teased	tease	17859	him	[113]	PRON	False
She	[140]	PRON	made	make	17862	fun	[]	NOUN	False
She	[140]	PRON	ragged	rag	17867	him	[113]	PRON	False
Leslie	[140]	PROPN	took	take	17883	interest	[]	NOUN	False
He	[113]	PRON	loved	love	17911	Leslie	[140]	PROPN	False
He	[113]	PRON	see	see	17916	her	[140]	PRON	False
her	[140]	PRON	dancing	dance	17926	eyes	[]	NOUN	False
He	[113]	PRON	loved	love	17942	Leslie	[140]	PROPN	False
he	[113]	PRON	believed	believe	17947	Leslie	[140]	PROPN	False
he	[113]	PRON	sat	sit	17969	thinking	[]	VERB	False
he	[113]	PRON	taken	take	17974	picture	[]	NOUN	False
She	[140]	PRON	writing	write	18016	letter	[]	NOUN	False
she	[140]	PRON	put	put	18023	letter	[]	NOUN	False
he	[113]	PRON	feel	feel	18046	shock	[]	NOUN	False
he	[113]	PRON	feel	feel	18046	pain	[]	NOUN	False
It	[]	PRON	gathered	gather	18119	rage	[]	NOUN	False
He	[113]	PRON	managed	manage	18128	to carry on as usual to show nothing	[]	PRON	False
He	[113]	PRON	tried	try	18140	to make his manner to Richmond	[113]	PROPN	False
he	[113]	PRON	had	have	18205	perceptions	[]	NOUN	False
He	[141]	PRON	sent	send	18224	Richmond	[113]	PROPN	False
miracle	[]	NOUN	brought	bring	18235	him	[113]	PRON	False
he	[141]	PRON	sent	send	18250	Richmond	[113]	PROPN	False
Old Macarthur	[142]	PROPN	lost	lose	18296	nerve	[]	NOUN	False
Old Macarthur	[142]	PROPN	made	make	18302	blunders	[]	NOUN	False
Old Macarthur	[142]	PROPN	sacrificed	sacrifice	18307	some	[2094]	PRON	False
They	[1846]	PRON	say	say	18318	more	[]	ADJ	True
He	[141]	PRON	told	tell	18397	her	[140]	PRON	True
he	[141]	PRON	found	find	18402	her	[140]	PRON	False
she	[140]	PRON	got	get	18435	pneumonia	[]	NOUN	False
he	[141]	PRON	left	leave	18457	Army	[39]	PROPN	False
he	[141]	PRON	come	come	18461	Army	[39]	NOUN	False
he	[141]	PRON	come	come	18461	sort	[825]	NOUN	False
he	[141]	PRON	bought	buy	18466	sort	[825]	NOUN	False
he	[141]	PRON	meant	mean	18475	to have	[825]	VERB	False
David	[143]	PROPN	putting	put	18516	Uriah	[144]	PROPN	False
he	[141]	PRON	face	face	18529	that	[]	PRON	True
he	[141]	PRON	had	have	18555	feeling	[]	NOUN	False
They	[1846]	PRON	eyed	eye	18570	him	[141]	PRON	False
they	[1846]	PRON	heard	hear	18580	something	[]	PRON	False
people	[1846]	NOUN	discussing	discuss	18611	you	[833]	PRON	False
Nothing	[]	PRON	seemed	seem	18642	to matter any more	[]	ADV	False
voice	[]	NOUN	blared	blare	18686	story	[]	NOUN	False
nobody	[371]	PRON	taken	take	18731	accusation	[]	NOUN	False
voice	[836]	NOUN	accused	accuse	18755	her	[836]	PRON	False
It	[840]	PRON	accused	accuse	18788	her	[836]	PRON	False
he	[141]	PRON	want	want	18897	much	[]	ADJ	True
He	[141]	PRON	thought	think	18958	sound	[2096]	NOUN	False
he	[141]	PRON	want	want	19007	to leave the island	[1934]	NOUN	True
She	[125]	PRON	had	have	19114	to think of him to remember ... Cornwall ...	[146, 852]	PUNCT	False
I	[0]	PRON	want	want	19154	to swim out to the rock	[438]	NOUN	False
arm	[]	NOUN	round	round	19233	her	[125]	PRON	False
I	[0]	PRON	love	love	19238	you	[125]	PRON	False
I	[0]	PRON	love	love	19242	you	[125]	PRON	False
I	[0]	PRON	love	love	19248	you	[125]	PRON	False
I	[0]	PRON	ask	ask	19270	you	[125]	PRON	True
I	[0]	PRON	got	get	19279	penny	[]	NOUN	True
Queer	[147]	PRON	had	have	19303	chance	[]	NOUN	False
I	[0]	PRON	had	have	19303	chance	[]	NOUN	False
who	[]	PRON	live	live	19449	to grow up	[]	ADV	True
She	[125]	PRON	went	go	19496	aspirins	[]	NOUN	False
She	[125]	PRON	swallowed	swallow	19501	aspirins	[]	NOUN	False
I	[0]	PRON	had	have	19512	sleeping stuff	[]	NOUN	False
I	[0]	PRON	take	take	19532	overdose	[]	NOUN	False
she	[125]	PRON	remembered	remember	19548	face	[]	NOUN	False
she	[125]	PRON	passed	pass	19558	mantelpiece	[]	NOUN	False
One	[270]	PRON	choked	choke	19580	self	[485]	NOUN	False
Anthony Marston	[92]	PROPN	wanted	want	19610	to die	[]	VERB	False
She	[125]	PRON	want	want	19617	to die	[]	VERB	True
She	[125]	PRON	imagine	imagine	19624	wanting to die	[]	VERB	True
he	[86]	PRON	doing	do	19704	murder	[]	NOUN	False
he	[86]	PRON	had	have	19741	to kill	[]	VERB	False
he	[86]	PRON	ask	ask	19757	Sister	[149]	PROPN	False
Sister	[149]	PROPN	watching	watch	19762	him	[86]	PRON	False
he	[86]	PRON	ask	ask	19770	her	[149]	PRON	True
he	[86]	PRON	see	see	19779	that	[]	PRON	False
They	[2113]	PRON	covered	cover	19795	face	[]	NOUN	True
he	[86]	PRON	see	see	19806	face	[]	NOUN	False
probationer	[2116]	NOUN	pulling	pull	19820	handkerchief	[]	NOUN	False
he	[86]	PRON	had	have	19837	to kill	[]	VERB	False
she	[76]	PRON	saying	say	19855	What	[]	PRON	False
nurse	[2117]	NOUN	put	put	19880	handkerchief	[]	NOUN	True
I	[861]	PRON	got	get	19887	to see	[]	VERB	False
I	[861]	PRON	got	get	19893	to give the anaesthetic	[]	NOUN	False
I	[861]	PRON	brought	bring	19907	ether	[]	NOUN	False
you	[2117]	PRON	done	do	19916	What	[]	PRON	False
I	[861]	PRON	knew	know	19948	it	[]	PRON	False
I	[861]	PRON	tell	tell	19976	you	[2117]	PRON	False
He	[92]	PRON	shaking	shake	19984	operating table	[]	NOUN	False
He	[86]	PRON	wrapped	wrap	20119	himself	[86]	PRON	False
He	[86]	PRON	followed	follow	20125	Rogers	[94]	PROPN	False
He	[86]	PRON	lifted	lift	20144	hand	[]	NOUN	False
He	[86]	PRON	raised	raise	20149	eyelid	[]	NOUN	False
he	[86]	PRON	straightened	straighten	20160	himself	[86]	PRON	False
He	[86]	PRON	passed	pass	20179	tongue	[]	NOUN	False
he	[86]	PRON	said	say	20256	"Doctor ? "" Rogers stared"	[737, 94]	VERB	False
doctor	[866]	NOUN	attending	attend	20282	her	[862]	PRON	False
You	[737]	PRON	'd	have	20309	reason	[]	NOUN	False
eyes	[]	NOUN	evaded	evade	20347	his	[86]	PRON	False
she	[862]	PRON	take	take	20383	things	[]	NOUN	False
She	[862]	PRON	have	have	20502	nothing	[]	PRON	True
you	[1891]	PRON	gave	give	20512	her	[862]	PRON	False
it	[]	PRON	found	find	20526	summons	[2132]	NOUN	False
it	[]	PRON	awaiting	await	20531	summons	[2132]	NOUN	False
General Macarthur	[80]	NOUN	pacing	pace	20542	terrace	[458]	NOUN	False
judge	[338]	NOUN	pacing	pace	20542	terrace	[458]	NOUN	False
they	[2131]	PRON	discovered	discover	20576	William Henry Blore	[93]	PROPN	False
He	[0]	PRON	said	say	20588	sign	[]	NOUN	False
He	[71]	PRON	said	say	20638	Glancing up at the sky	[]	NOUN	False
d'you	[874]	PRON	think	think	20644	What	[]	PRON	False
Blore	[93]	PROPN	remarked	remark	20657	Looks all right to me	[0]	PRON	False
Lombard	[71]	PROPN	pursed	purse	20668	mouth	[]	NOUN	False
Philip Lombard	[71]	PROPN	said	say	20713	Breakfast ?	[]	PUNCT	False
it	[]	PRON	beats	beat	20748	me	[0]	PRON	False
fellow	[875]	NOUN	wanted	want	20754	why	[]	ADP	False
fellow	[875]	NOUN	wanted	want	20754	to do himself in	[875]	ADP	False
He	[71]	PRON	said	say	20782	Got any alternative theory	[]	NOUN	False
I	[0]	PRON	want	want	20794	proof	[]	NOUN	False
Rogers	[94]	PROPN	held	hold	20867	door	[]	NOUN	False
Dr. Armstrong	[86]	PROPN	cleared	clear	20907	throat	[]	NOUN	False
You	[878]	PRON	excuse	excuse	20917	shortcomings	[]	NOUN	False
Rogers	[94]	PROPN	had	have	20926	to do the best he can for breakfast	[877]	NOUN	False
Dr. Armstrong	[86]	PROPN	said	say	20968	Let us start our breakfast	[880]	NOUN	False
us	[880]	PRON	start	start	20974	breakfast	[]	NOUN	False
I	[0]	PRON	want	want	20991	to discuss with you all	[878]	PRON	False
They	[878]	PRON	took	take	21000	hint	[]	NOUN	False
Dr. Armstrong	[86]	PROPN	moved	move	21071	chair	[]	NOUN	False
Dr. Armstrong	[86]	PROPN	cleared	clear	21078	throat	[]	NOUN	False
I	[0]	PRON	thought	think	21090	to wait until you had had your breakfast before telling you of a sad piece of news	[878]	NOUN	False
you	[878]	PRON	had	have	21098	breakfast	[]	NOUN	False
Armstrong	[86]	PROPN	shrugged	shrug	21172	shoulders	[]	NOUN	False
I	[0]	PRON	give	give	21196	certificate	[]	NOUN	True
I	[0]	PRON	have	have	21201	knowledge	[]	NOUN	False
she	[464]	PRON	had	have	21227	shock	[]	NOUN	False
heart	[]	NOUN	failed	fail	21253	to beat	[]	VERB	False
you	[884]	PRON	mean	mean	21301	What	[]	PRON	False
You	[885]	PRON	saw	see	21367	her	[464]	PRON	False
Dr. Armstrong	[86]	PROPN	shook	shake	21404	head	[]	NOUN	False
One	[270]	PRON	adopt	adopt	21424	it	[]	PRON	True
That	[]	PRON	carrying	carry	21474	things	[]	NOUN	False
You	[884]	PRON	regard	regard	21502	it	[]	PRON	False
sinner	[890]	NOUN	struck	strike	21511	wrath	[]	NOUN	False
judge	[338]	NOUN	stroked	stroke	21526	chin	[]	NOUN	False
lady	[891]	PROPN	leaves	leave	21550	work	[]	NOUN	False
Providence	[151]	PROPN	leaves	leave	21550	work	[]	NOUN	False
Emily Brent	[76]	PROPN	shrugged	shrug	21578	shoulders	[]	NOUN	False
she	[891]	PRON	have	have	21590	What	[]	PRON	False
Armstrong	[86]	PROPN	said	say	21606	Nothing	[]	PRON	False
She	[891]	PRON	take	take	21616	anything	[]	PRON	True
I	[0]	PRON	bet	bet	21631	you	[894]	PRON	False
she	[891]	PRON	had	have	21634	cup	[]	NOUN	False
Rogers	[94]	PROPN	assures	assure	21648	me	[0]	PRON	False
she	[891]	PRON	had	have	21651	nothing	[]	PRON	False
We	[895]	PRON	heard	hear	21708	accusation	[]	NOUN	False
Rogers	[94]	NOUN	polished	polish	21744	lady	[897]	NOUN	False
missus	[410]	NOUN	polished	polish	21744	lady	[897]	NOUN	False
that	[]	PRON	get	get	21755	you	[894]	PRON	False
lunatic	[900]	NOUN	spills	spill	21844	beans	[]	NOUN	False
